date,aud,bgn,cad,chf,czk,dkk,eur,gbp,hkd,huf,jpy,krw,nok,nzd,pln,sek,sgd,zar
2014-04-07,1.0798,1.4252,1.0992,0.88916,19.9985,5.4404,0.7287,0.60271,7.7554,223.35,103.22,1055.95,6.0049,1.1647,3.042,6.5389,1.2617,10.5475
2014-04-08,1.0716,1.4199,1.093,0.88573,19.9034,5.4203,0.72601,0.59837,7.7544,221.62,102.29,1049.29,5.9794,1.1533,3.0277,6.5089,1.2533,10.4653
2014-04-09,1.0676,1.4179,1.0934,0.88328,19.8681,5.4125,0.72495,0.59718,7.7534,221.26,102.02,1038.32,5.9588,1.152,3.0236,6.5212,1.2506,10.455
2014-04-10,1.0624,1.4104,1.0902,0.87834,19.7786,5.3841,0.72114,0.59652,7.7531,220.01,101.68,1036.53,5.9249,1.1498,3.007,6.5276,1.2488,10.3952
2014-04-11,1.0649,1.4099,1.0969,0.87666,19.7895,5.3822,0.72088,0.59768,7.7548,221.28,101.42,1040.77,5.9548,1.1536,3.0159,6.5422,1.2501,10.5052
2014-04-14,1.0626,1.4145,1.0966,0.879,19.864,5.3999,0.72322,0.59839,7.7534,222.37,101.88,1041.19,5.9594,1.1544,3.0248,6.5588,1.2522,10.498
2014-04-15,1.0648,1.4169,1.0991,0.88111,19.8935,5.4091,0.72448,0.59777,7.754,222.58,101.88,1041.14,5.9621,1.1542,3.0333,6.5857,1.2521,10.5069
2014-04-16,1.0685,1.4132,1.0983,0.87926,19.8432,5.3948,0.72254,0.5953,7.7543,222.82,102.28,1038.42,5.9538,1.1632,3.0315,6.5694,1.2507,10.5591
2014-04-17,1.0698,1.4116,1.1009,0.87874,19.8499,5.389,0.72176,0.59495,7.7544,222.11,102.18,1038.83,5.9779,1.1615,3.0268,6.5746,1.2498,10.53
2014-04-22,1.0677,1.4155,1.1014,0.88398,19.8893,5.4037,0.72375,0.59383,7.7527,222.23,102.55,1039.35,5.9792,1.1621,3.0329,6.5807,1.2562,10.5607
2014-04-23,1.0774,1.4138,1.1023,0.88174,19.8489,5.3972,0.72286,0.59556,7.7528,222.48,102.26,1041.85,5.9791,1.1656,3.0306,6.5656,1.2571,10.606
2014-04-24,1.0793,1.4152,1.1025,0.883,19.8575,5.4027,0.72359,0.59551,7.7533,222.67,102.48,1040.48,5.9902,1.1669,3.0329,6.5622,1.2576,10.5813
2014-04-25,1.0761,1.4141,1.1018,0.88164,19.854,5.3966,0.72301,0.59493,7.7532,223.84,101.98,1040.94,5.9898,1.1645,3.0387,6.5741,1.2572,10.6604
2014-04-28,1.0774,1.411,1.1024,0.8788,19.8095,5.3854,0.72145,0.59361,7.7527,223.37,102.34,1034.91,5.9985,1.1702,3.0351,6.5306,1.2558,10.637
2014-04-29,1.0788,1.4146,1.097,0.8824,19.8423,5.399,0.72327,0.59468,7.7532,223.62,102.73,1029.94,5.9894,1.1711,3.0373,6.5496,1.2562,10.5794
2014-04-30,1.0792,1.4121,1.0968,0.88087,19.8224,5.3891,0.72202,0.59422,7.753,222.12,102.58,1032.74,5.9726,1.1687,3.0342,6.5504,1.2568,10.5627
2014-05-02,1.08,1.4109,1.0965,0.87931,19.798,5.3846,0.7214,0.59256,7.7525,221.52,102.48,1030.33,5.9411,1.1561,3.0324,6.5103,1.2534,10.4913
2014-05-05,1.0794,1.4097,1.0986,0.87747,19.7751,5.3798,0.72077,0.59315,7.7524,222.06,101.95,1028.72,5.9539,1.1529,3.0335,6.5478,1.25,10.5112
2014-05-06,1.0708,1.4025,1.0923,0.87264,19.6759,5.3525,0.7171,0.58885,7.7521,220.17,101.75,1026.76,5.9104,1.1408,3.0132,6.5017,1.2468,10.5013
2014-05-07,1.0705,1.4043,1.0888,0.87499,19.6826,5.3594,0.71803,0.58929,7.7516,219.65,101.73,1023.16,5.9047,1.1514,3.0156,6.498,1.2491,10.5091
2014-05-08,1.0648,1.4017,1.0876,0.87279,19.6395,5.3492,0.71669,0.59005,7.7517,218.0,101.73,1022.48,5.8611,1.1555,3.0052,6.4817,1.2468,10.3677
2014-05-09,1.0677,1.4192,1.083,0.88426,19.8766,5.4162,0.72564,0.59303,7.7517,220.58,101.69,1025.62,5.9045,1.1579,3.0348,6.5444,1.2492,10.3603
2014-05-12,1.0668,1.4208,1.088,0.8871,19.9027,5.4226,0.72648,0.59219,7.7517,220.64,101.93,1024.82,5.9132,1.1591,3.038,6.5496,1.2506,10.3367
2014-05-13,1.0673,1.4273,1.0899,0.89039,19.9985,5.4469,0.72977,0.59399,7.7517,221.36,102.35,1022.5,5.933,1.1567,3.0544,6.5613,1.2528,10.32
2014-05-14,1.064,1.4256,1.0903,0.8892,19.9942,5.4411,0.72892,0.59603,7.7517,221.81,101.79,1027.71,5.9162,1.1537,3.053,6.5595,1.2497,10.3378
2014-05-15,1.0681,1.4319,1.0868,0.89516,20.089,5.4648,0.73212,0.59682,7.7518,222.29,101.89,1026.27,5.9338,1.1557,3.0597,6.57,1.2525,10.3475
2014-05-16,1.0684,1.428,1.0877,0.8915,20.037,5.4502,0.73014,0.59492,7.7518,223.37,101.45,1024.81,5.951,1.1581,3.0596,6.5802,1.2512,10.384
2014-05-19,1.0685,1.426,1.0867,0.89158,20.032,5.4426,0.72913,0.59395,7.7519,222.66,101.2,1022.0,5.9318,1.1573,3.0527,6.5958,1.2494,10.3999
2014-05-20,1.0799,1.4274,1.089,0.89206,20.055,5.4478,0.72982,0.59407,7.7525,222.93,101.36,1025.22,5.9378,1.1661,3.0574,6.5898,1.2524,10.467
2014-05-21,1.0836,1.4301,1.0901,0.89324,20.084,5.4584,0.73121,0.59184,7.7529,222.64,101.04,1026.95,5.9513,1.1676,3.0629,6.5815,1.2532,10.417
2014-05-22,1.0827,1.4309,1.0912,0.89369,20.078,5.4615,0.73164,0.59292,7.7534,222.49,101.67,1024.82,5.9409,1.1679,3.0557,6.5806,1.2525,10.3856
2014-05-23,1.0845,1.4349,1.0901,0.89582,20.131,5.4762,0.73368,0.5938,7.7519,222.66,101.92,1024.86,5.9652,1.1707,3.0544,6.6471,1.2527,10.3558
2014-05-26,1.0826,1.4344,1.0863,0.89549,20.111,5.4739,0.73341,0.59399,7.7534,222.05,101.92,1024.31,5.9586,1.1702,3.0473,6.6279,1.253,10.3476
2014-05-27,1.0806,1.4341,1.0849,0.8961,20.115,5.4725,0.73325,0.59466,7.7531,222.6,101.93,1023.84,5.9529,1.1698,3.053,6.628,1.2564,10.4311
2014-05-28,1.0836,1.4372,1.0862,0.89837,20.166,5.4843,0.73486,0.59708,7.7526,223.4,101.95,1021.99,5.9539,1.1786,3.0544,6.6373,1.2563,10.497
2014-05-29,1.0761,1.4368,1.0854,0.897,20.184,5.4833,0.73465,0.59837,7.7531,222.52,101.63,1020.39,5.9584,1.1779,3.0448,6.6305,1.2545,10.4315
2014-05-30,1.0755,1.4373,1.0836,0.89689,20.189,5.4853,0.73492,0.59756,7.7527,222.54,101.68,1020.96,5.9841,1.1801,3.0434,6.6747,1.2537,10.4737
2014-06-02,1.081,1.4369,1.0863,0.89736,20.191,5.4838,0.7347,0.59724,7.7537,222.47,102.08,1024.05,5.9955,1.1809,3.0411,6.6878,1.2558,10.6299
2014-06-03,1.0796,1.4333,1.0911,0.89527,20.127,5.47,0.73287,0.59707,7.7531,223.47,102.34,1023.7,5.996,1.1815,3.0399,6.6723,1.2558,10.7308
2014-06-04,1.0784,1.4352,1.0929,0.89557,20.151,5.477,0.73384,0.59661,7.7529,224.11,102.58,1025.58,5.9921,1.1887,3.042,6.6588,1.2573,10.7515
2014-06-05,1.0767,1.4416,1.094,0.89924,20.233,5.5006,0.73708,0.59726,7.7527,223.93,102.63,1021.57,5.9969,1.1843,3.0354,6.6548,1.2571,10.6829
2014-06-06,1.0712,1.4337,1.0924,0.8932,20.13,5.4699,0.73303,0.59434,7.7527,222.47,102.41,1020.39,5.9738,1.1735,3.0166,6.6467,1.2524,10.6673
2014-06-09,1.0689,1.4372,1.0921,0.89602,20.173,5.4835,0.73486,0.59513,7.7515,222.91,102.43,1015.85,5.9522,1.175,3.0127,6.6722,1.2501,10.5926
2014-06-10,1.0672,1.4437,1.0913,0.89968,20.264,5.5076,0.73817,0.59607,7.7516,224.5,102.33,1017.21,5.9711,1.1744,3.0308,6.6942,1.2503,10.7132
2014-06-11,1.0644,1.4437,1.0887,0.89902,20.259,5.5079,0.73817,0.5957,7.7517,225.6,102.01,1017.17,5.9855,1.1686,3.0367,6.678,1.2502,10.748
2014-06-12,1.0632,1.4457,1.0859,0.89991,20.269,5.5146,0.73921,0.59425,7.7516,226.08,102.1,1017.06,5.9939,1.1525,3.0337,6.7,1.2477,10.6925
2014-06-13,1.065,1.4451,1.0849,0.89981,20.275,5.5112,0.73888,0.58955,7.7515,226.54,102.02,1019.4,6.0038,1.1552,3.049,6.6671,1.2503,10.7721
2014-06-16,1.0661,1.4453,1.0881,0.89979,20.276,5.5107,0.73899,0.58927,7.7515,227.25,101.84,1020.37,5.9999,1.1536,3.0613,6.6513,1.2509,10.735
2014-06-17,1.0681,1.4415,1.0865,0.89829,20.228,5.4955,0.73703,0.58918,7.7516,226.52,102.0,1022.24,5.992,1.1535,3.0492,6.6375,1.2516,10.7339
2014-06-18,1.0709,1.442,1.0869,0.89803,20.262,5.4975,0.7373,0.59021,7.7514,226.62,102.23,1022.21,6.0234,1.1536,3.0557,6.6409,1.2524,10.7561
2014-06-19,1.063,1.436,1.0829,0.89354,20.143,5.4746,0.73421,0.58726,7.7508,224.16,101.92,1018.45,6.1043,1.147,3.0342,6.6729,1.2484,10.6501
2014-06-20,1.0639,1.4394,1.0814,0.89557,20.189,5.4873,0.73594,0.58691,7.7511,224.99,102.06,1020.7,6.1392,1.1498,3.062,6.7331,1.2504,10.7097
2014-06-23,1.0595,1.4385,1.0734,0.8949,20.196,5.4832,0.73551,0.58797,7.7512,224.51,101.84,1018.87,6.1224,1.1454,3.0522,6.714,1.2483,10.5977
2014-06-24,1.064,1.4362,1.0732,0.89389,20.152,5.4742,0.73432,0.58856,7.7516,224.5,101.92,1018.5,6.0974,1.1484,3.0504,6.7202,1.2492,10.5497
2014-06-25,1.0679,1.4365,1.0738,0.89372,20.151,5.4756,0.73448,0.58924,7.7515,225.66,101.89,1019.44,6.1392,1.1496,3.0484,6.7377,1.2507,10.6129
2014-06-26,1.0628,1.4375,1.0714,0.89402,20.173,5.4799,0.73497,0.58731,7.7521,226.3,101.79,1016.35,6.1418,1.1415,3.0451,6.75,1.2506,10.6561
2014-06-27,1.0617,1.436,1.0687,0.89295,20.161,5.4751,0.73421,0.58711,7.7513,226.57,101.39,1013.92,6.1439,1.1411,3.0486,6.752,1.2493,10.6016
2014-06-30,1.0644,1.432,1.0682,0.89003,20.1,5.4589,0.73217,0.58684,7.7506,226.46,101.36,1011.89,6.1528,1.1441,3.0435,6.7186,1.2481,10.587
2014-07-01,1.0578,1.4288,1.0657,0.88676,20.042,5.4469,0.73057,0.58307,7.7501,226.79,101.53,1011.51,6.1645,1.1414,3.0378,6.692,1.2459,10.6552
2014-07-02,1.0579,1.4322,1.0644,0.88877,20.088,5.4601,0.73228,0.58275,7.7501,227.81,101.53,1009.02,6.1694,1.14,3.0357,6.7058,1.2458,10.7143
2014-07-03,1.0664,1.4332,1.0648,0.89015,20.108,5.4645,0.73282,0.58369,7.751,228.19,101.91,1009.07,6.215,1.1405,3.0391,6.8361,1.2464,10.7796
2014-07-04,1.0693,1.4394,1.0635,0.89491,20.197,5.4876,0.73594,0.58331,7.7503,228.35,102.05,1010.13,6.1904,1.1442,3.0464,6.8538,1.2458,10.7485
2014-07-07,1.0684,1.4389,1.0643,0.89428,20.184,5.4857,0.73573,0.58406,7.7503,228.5,101.92,1011.7,6.1816,1.1438,3.0483,6.8495,1.2466,10.802
2014-07-08,1.064,1.4393,1.0676,0.89447,20.191,5.4865,0.73589,0.58419,7.7502,227.29,101.74,1012.5,6.1789,1.1392,3.0425,6.8421,1.2435,10.6917
2014-07-09,1.0649,1.4378,1.0664,0.89377,20.167,5.4806,0.73513,0.58483,7.7502,227.25,101.73,1012.51,6.1777,1.137,3.0349,6.8062,1.2428,10.705
2014-07-10,1.0673,1.4377,1.067,0.89261,20.171,5.4802,0.73508,0.58442,7.75,228.17,101.35,1014.86,6.1577,1.1358,3.0447,6.7751,1.2431,10.7451
2014-07-11,1.0638,1.4386,1.0641,0.8932,20.184,5.4841,0.73556,0.58411,7.7501,228.14,101.32,1019.4,6.1618,1.134,3.0472,6.7801,1.2405,10.725
2014-07-14,1.0641,1.4352,1.0728,0.89081,20.136,5.4721,0.73384,0.58457,7.7501,227.25,101.48,1018.9,6.1716,1.1343,3.0372,6.7867,1.24,10.6998
2014-07-15,1.0668,1.4367,1.0733,0.89194,20.151,5.4776,0.73459,0.5826,7.75,227.14,101.58,1026.93,6.193,1.136,3.0418,6.7997,1.2418,10.6788
2014-07-16,1.0701,1.4453,1.0763,0.89832,20.282,5.5103,0.73899,0.58402,7.7506,228.44,101.78,1029.58,6.1964,1.149,3.0574,6.8353,1.2427,10.6835
2014-07-17,1.0666,1.4461,1.0748,0.89811,20.288,5.5134,0.73937,0.58477,7.7509,229.56,101.49,1028.16,6.1978,1.1511,3.064,6.837,1.2417,10.7263
2014-07-18,1.0652,1.4461,1.0745,0.89789,20.283,5.5135,0.73937,0.58525,7.7512,229.24,101.35,1029.6,6.1793,1.1519,3.0666,6.8231,1.2413,10.6626
2014-07-21,1.0658,1.4468,1.0744,0.89836,20.32,5.5161,0.73975,0.58552,7.7518,229.0,101.32,1026.97,6.2121,1.1505,3.0708,6.8495,1.2409,10.6264
2014-07-22,1.0658,1.4508,1.0757,0.90134,20.388,5.5313,0.74178,0.58638,7.7516,229.68,101.57,1025.41,6.1895,1.1545,3.0764,6.8551,1.241,10.6223
2014-07-23,1.0582,1.4525,1.0721,0.90234,20.389,5.538,0.74267,0.5873,7.7506,228.11,101.38,1024.08,6.1816,1.1512,3.0702,6.8337,1.2383,10.528
2014-07-24,1.0594,1.4518,1.0725,0.90202,20.398,5.5354,0.74228,0.588,7.7503,228.44,101.67,1028.77,6.2062,1.1638,3.0736,6.8365,1.2387,10.4944
2014-07-25,1.0632,1.4552,1.0768,0.90417,20.448,5.5482,0.74405,0.58865,7.75,229.21,101.91,1026.87,6.205,1.1702,3.083,6.82,1.2412,10.5275
2014-07-28,1.0627,1.456,1.0809,0.90449,20.458,5.5509,0.74444,0.58851,7.7501,229.43,101.79,1026.58,6.206,1.169,3.0847,6.8133,1.2413,10.5355
2014-07-29,1.0651,1.4564,1.0819,0.90491,20.471,5.5528,0.74466,0.59007,7.7505,231.04,102.05,1025.21,6.2268,1.1748,3.0915,6.836,1.2416,10.5909
2014-07-30,1.0678,1.4594,1.0874,0.90777,20.528,5.5643,0.74621,0.59078,7.7501,232.18,102.27,1024.71,6.251,1.175,3.098,6.8855,1.2437,10.6166
2014-07-31,1.076,1.4618,1.092,0.90956,20.607,5.5732,0.74744,0.59257,7.7501,233.92,102.89,1030.35,6.2822,1.178,3.1162,6.896,1.2468,10.678
2014-08-01,1.0773,1.4601,1.0926,0.90803,20.633,5.566,0.74655,0.59433,7.75,234.78,102.96,1037.13,6.3001,1.1796,3.1271,6.8835,1.2483,10.7514
2014-08-04,1.0735,1.4572,1.0922,0.9065,20.597,5.5548,0.74505,0.59395,7.75,233.5,102.61,1032.82,6.2796,1.175,3.108,6.8964,1.2466,10.6908
2014-08-05,1.0735,1.4615,1.0951,0.9098,20.676,5.5714,0.74727,0.59326,7.75,235.29,102.72,1031.69,6.267,1.1752,3.1196,6.8798,1.2465,10.6863
2014-08-06,1.0737,1.4656,1.0973,0.9106,20.857,5.5869,0.74934,0.59412,7.7493,236.84,102.35,1035.58,6.3024,1.1836,3.1506,6.928,1.25,10.7604
2014-08-07,1.0782,1.463,1.0933,0.90889,20.836,5.5772,0.74806,0.59396,7.7508,236.24,102.3,1036.28,6.2612,1.1807,3.1447,6.9071,1.2515,10.7213
2014-08-08,1.077,1.4609,1.0916,0.90656,20.784,5.5684,0.74694,0.59509,7.7511,234.33,101.92,1031.71,6.2444,1.1795,3.1379,6.9047,1.2512,10.7075
2014-08-11,1.079,1.4611,1.0954,0.90647,20.807,5.5697,0.74705,0.59585,7.7524,234.33,102.14,1030.34,6.1848,1.1818,3.1369,6.8684,1.2499,10.686
2014-08-12,1.0794,1.4655,1.095,0.90949,20.864,5.5863,0.74929,0.59606,7.7514,235.61,102.27,1028.28,6.176,1.1865,3.1515,6.8797,1.2508,10.6615
2014-08-13,1.076,1.4639,1.0923,0.90831,20.838,5.5805,0.7485,0.59858,7.7511,235.09,102.46,1030.04,6.1658,1.1845,3.1396,6.8775,1.2501,10.6128
2014-08-14,1.0734,1.4625,1.0891,0.9066,20.822,5.575,0.74778,0.59942,7.7511,233.85,102.44,1020.52,6.1512,1.1763,3.1256,6.8677,1.2458,10.5554
2014-08-15,1.0728,1.4609,1.09,0.90484,20.826,5.5689,0.74694,0.59916,7.7506,233.71,102.58,1017.59,6.1402,1.1768,3.1226,6.8376,1.2441,10.5383
2014-08-18,1.073,1.4614,1.0879,0.90466,20.847,5.5709,0.74722,0.59792,7.7507,234.54,102.53,1017.57,6.1507,1.1781,3.1296,6.847,1.2448,10.6116
2014-08-19,1.0707,1.4646,1.0909,0.9064,20.97,5.5834,0.74884,0.60106,7.7504,234.75,102.68,1018.39,6.1386,1.1822,3.1371,6.8541,1.2452,10.6332
2014-08-20,1.0761,1.4723,1.0952,0.91132,21.024,5.6128,0.75279,0.6008,7.7506,235.81,103.3,1022.48,6.1755,1.1921,3.1488,6.8994,1.2492,10.6819
2014-08-21,1.077,1.4747,1.0964,0.91306,20.973,5.6218,0.75403,0.60266,7.75,236.9,103.84,1022.7,6.1552,1.1936,3.1587,6.9141,1.2503,10.7025
2014-08-22,1.0739,1.4742,1.0957,0.91204,20.983,5.6194,0.75375,0.60323,7.7502,236.3,103.79,1018.54,6.1427,1.1884,3.1554,6.8992,1.2478,10.7162
2014-08-25,1.0739,1.4817,1.0952,0.91568,21.086,5.6479,0.75758,0.60278,7.7502,237.09,103.89,1020.07,6.1754,1.196,3.1655,6.931,1.2494,10.695
2014-08-26,1.0732,1.4826,1.0965,0.91616,21.104,5.6509,0.75804,0.60343,7.7504,237.39,103.96,1016.64,6.175,1.2,3.1707,6.9408,1.2488,10.675
2014-08-27,1.0702,1.4843,1.0907,0.91584,21.059,5.6568,0.7589,0.60257,7.7501,237.19,103.88,1014.43,6.1892,1.1941,3.1849,6.9521,1.2471,10.6492
2014-08-28,1.0684,1.4841,1.0844,0.91516,21.077,5.6548,0.75884,0.6029,7.7501,238.21,103.72,1015.49,6.1864,1.1927,3.1981,6.9806,1.249,10.6549
2014-08-29,1.0709,1.483,1.0854,0.91454,21.023,5.6506,0.75827,0.60305,7.7501,238.87,103.97,1014.54,6.1772,1.1944,3.1977,6.9501,1.2478,10.6301
2014-09-01,1.0705,1.4892,1.0863,0.91921,21.121,5.6723,0.76144,0.60173,7.7502,239.28,104.29,1012.87,6.1928,1.1924,3.2043,6.9992,1.2491,10.6622
2014-09-02,1.0773,1.4913,1.0909,0.92047,21.185,5.6788,0.76249,0.60488,7.7503,240.56,104.94,1018.59,6.1929,1.2006,3.2132,7.0162,1.2536,10.7333
2014-09-03,1.0717,1.4872,1.0901,0.91841,21.031,5.6631,0.7604,0.60722,7.7502,238.78,105.02,1019.83,6.2052,1.2016,3.1864,6.9933,1.2523,10.684
2014-09-04,1.0701,1.5027,1.088,0.92624,21.254,5.7219,0.76834,0.60945,7.7503,240.06,105.18,1018.49,6.237,1.2036,3.2158,7.0357,1.2529,10.6636
2014-09-05,1.0678,1.5105,1.0878,0.93173,21.313,5.7503,0.77232,0.61365,7.7502,242.63,105.24,1025.43,6.2844,1.2058,3.2385,7.0909,1.2552,10.7385
2014-09-08,1.0713,1.5106,1.0905,0.93219,21.346,5.7508,0.77238,0.61972,7.7502,242.41,105.29,1025.84,6.298,1.2041,3.2262,7.0852,1.255,10.751
2014-09-09,1.0776,1.5159,1.0977,0.93474,21.452,5.7704,0.77507,0.62045,7.7504,245.57,106.11,1034.77,6.3335,1.2076,3.2576,7.108,1.2609,10.924
2014-09-10,1.0941,1.5127,1.0993,0.93371,21.443,5.7577,0.77346,0.61973,7.7503,244.51,106.66,1034.49,6.3427,1.2162,3.251,7.1018,1.2646,10.9712
2014-09-11,1.097,1.5128,1.1012,0.93595,21.376,5.7577,0.77351,0.61556,7.7506,243.5,107.04,1037.66,6.3455,1.2217,3.2477,7.1121,1.2644,10.9824
2014-09-12,1.1046,1.5125,1.1059,0.93489,21.344,5.7565,0.77334,0.61604,7.7506,243.51,107.28,1035.05,6.3727,1.2246,3.2462,7.1385,1.2616,10.9783
2014-09-15,1.1084,1.5148,1.1086,0.93711,21.361,5.7658,0.77453,0.61572,7.7508,243.61,107.26,1038.7,6.4093,1.2247,3.2515,7.1512,1.2653,11.0247
2014-09-16,1.1074,1.5104,1.1041,0.93328,21.28,5.7493,0.77226,0.61719,7.7512,242.76,107.09,1036.11,6.3935,1.2253,3.2401,7.1338,1.2608,10.9515
2014-09-17,1.1039,1.5096,1.0974,0.93401,21.25,5.747,0.77184,0.61253,7.7512,242.13,107.32,1035.67,6.4094,1.2239,3.2322,7.1499,1.2636,10.9478
2014-09-18,1.1179,1.5194,1.1,0.93894,21.378,5.7839,0.77688,0.61241,7.7513,242.6,108.85,1045.3,6.3623,1.2338,3.2575,7.1417,1.2695,11.0443
2014-09-19,1.1143,1.5218,1.0978,0.93892,21.455,5.7924,0.77809,0.61197,7.7511,241.8,108.81,1042.64,6.3445,1.2281,3.2584,7.1312,1.2659,11.0302
2014-09-22,1.1274,1.5226,1.1004,0.93959,21.443,5.795,0.77851,0.61238,7.7512,242.86,109.06,1043.43,6.3429,1.2321,3.2554,7.1401,1.2684,11.1197
2014-09-23,1.1233,1.5171,1.1003,0.93616,21.344,5.774,0.77567,0.60968,7.7515,241.16,108.49,1039.71,6.3291,1.2319,3.2388,7.1149,1.2669,11.097
2014-09-24,1.1274,1.5249,1.1077,0.9416,21.438,5.8035,0.77967,0.60993,7.7518,241.87,108.76,1038.55,6.3769,1.2403,3.2508,7.1593,1.2661,11.1286
2014-09-25,1.1353,1.5385,1.112,0.94997,21.69,5.8553,0.78666,0.61391,7.7536,244.29,109.25,1042.99,6.4073,1.2591,3.286,7.2244,1.2706,11.2147
2014-09-26,1.1375,1.5361,1.1112,0.94808,21.626,5.8461,0.78542,0.61318,7.7578,244.67,109.12,1044.89,6.4149,1.2653,3.2835,7.2363,1.2715,11.1799
2014-09-29,1.146,1.5399,1.1158,0.9504,21.683,5.8603,0.78734,0.61625,7.7651,245.79,109.42,1056.5,6.453,1.2874,3.2932,7.2449,1.2741,11.3065
2014-09-30,1.1477,1.5543,1.1172,0.95867,21.855,5.9152,0.79472,0.61774,7.7676,246.82,109.76,1057.25,6.4524,1.2882,3.32,7.2689,1.2766,11.3332
2014-10-01,1.1502,1.5519,1.1219,0.95787,21.822,5.9063,0.79346,0.61747,7.7631,246.21,109.92,1065.14,6.4604,1.2831,3.3179,7.2151,1.2763,11.2821
2014-10-02,1.1395,1.5484,1.1137,0.95677,21.768,5.8934,0.7917,0.61943,7.7628,245.2,108.84,1062.23,6.4504,1.2708,3.3062,7.1961,1.2731,11.2118
2014-10-03,1.1426,1.5503,1.1183,0.95823,21.781,5.9005,0.79264,0.62242,7.76,245.06,108.96,1061.06,6.4826,1.2725,3.3124,7.2227,1.2754,11.2572
2014-10-06,1.1445,1.5565,1.1204,0.96458,21.871,5.9243,0.79586,0.62535,7.7569,245.34,109.23,1067.31,6.4922,1.2817,3.3302,7.2243,1.2777,11.2537
2014-10-07,1.1366,1.5514,1.1148,0.96097,21.789,5.9047,0.79321,0.62188,7.7548,244.25,108.59,1069.29,6.4766,1.2772,3.3188,7.1919,1.2773,11.218
2014-10-08,1.1401,1.5467,1.1175,0.95943,21.732,5.8871,0.79083,0.62238,7.7564,243.51,108.32,1075.98,6.4804,1.2819,3.3151,7.222,1.279,11.2115
2014-10-09,1.1289,1.5324,1.111,0.9486,21.523,5.8321,0.78351,0.61702,7.7561,239.97,107.63,1062.99,6.4178,1.26,3.2718,7.1505,1.2681,11.0108
2014-10-10,1.1482,1.5476,1.1197,0.9568,21.754,5.8898,0.79126,0.62367,7.7596,242.79,107.83,1075.03,6.5343,1.2792,3.3103,7.2405,1.2743,11.1283
2014-10-13,1.142,1.5426,1.1212,0.95252,21.725,5.871,0.78871,0.6215,7.7586,240.96,107.22,1066.45,6.4907,1.2704,3.3059,7.1853,1.271,11.0492
2014-10-14,1.1446,1.5466,1.1247,0.95516,21.782,5.8868,0.79076,0.62826,7.7567,242.49,106.98,1065.49,6.5554,1.2719,3.3237,7.2422,1.2747,11.074
2014-10-15,1.1469,1.5441,1.1373,0.9531,21.747,5.8782,0.78952,0.62822,7.7562,241.95,106.98,1062.1,6.6161,1.2751,3.3224,7.2638,1.2769,11.0797
2014-10-16,1.1487,1.5341,1.1331,0.94603,21.606,5.8401,0.78438,0.62515,7.7568,242.29,105.85,1065.29,6.6331,1.2642,3.3168,7.2108,1.275,11.1461
2014-10-17,1.1383,1.5252,1.1242,0.94159,21.44,5.8068,0.77985,0.62037,7.7578,239.73,106.41,1062.31,6.5363,1.2587,3.3002,7.1381,1.2732,11.077
2014-10-20,1.1399,1.5312,1.1259,0.94449,21.578,5.8303,0.7829,0.61959,7.7578,239.86,106.96,1059.01,6.5685,1.2568,3.306,7.2003,1.2713,11.0411
2014-10-21,1.1342,1.5325,1.1249,0.94562,21.637,5.8353,0.78358,0.61903,7.7564,240.07,106.72,1054.68,6.5562,1.251,3.3054,7.2092,1.2711,10.9749
2014-10-22,1.1368,1.5408,1.122,0.95029,21.81,5.8669,0.78784,0.6231,7.7564,241.21,106.98,1051.43,6.6032,1.2539,3.3283,7.2574,1.2695,11.0368
2014-10-23,1.1369,1.5438,1.1215,0.95248,21.857,5.8775,0.78933,0.62389,7.7574,242.64,107.68,1056.92,6.5585,1.272,3.3381,7.2515,1.2735,10.9367
2014-10-24,1.1372,1.545,1.121,0.95268,21.878,5.8813,0.78995,0.62303,7.7578,243.82,107.94,1057.12,6.5882,1.2731,3.3364,7.2582,1.2764,10.9707
2014-10-27,1.1375,1.5426,1.1248,0.95118,21.851,5.8715,0.78871,0.62079,7.7573,243.54,107.86,1052.36,6.6212,1.2702,3.3312,7.3009,1.2759,10.9692
2014-10-28,1.1272,1.5342,1.1207,0.94572,21.767,5.8393,0.78444,0.61821,7.7575,242.59,107.82,1048.2,6.6218,1.2582,3.3196,7.3447,1.2729,10.8947
2014-10-29,1.1254,1.5355,1.1142,0.94677,21.814,5.8448,0.78511,0.62099,7.7552,242.64,108.15,1046.59,6.648,1.2589,3.3173,7.3246,1.2716,10.8697
2014-10-30,1.136,1.5525,1.1172,0.95722,22.011,5.9096,0.79378,0.62486,7.7557,245.13,108.96,1056.0,6.7157,1.2807,3.3472,7.3591,1.2784,10.9044
2014-10-31,1.1377,1.5616,1.1274,0.96351,22.173,5.9441,0.79847,0.6262,7.7551,246.14,111.93,1072.68,6.779,1.2811,3.3677,7.3989,1.2864,10.9803
2014-11-03,1.1484,1.5655,1.1286,0.96486,22.243,5.9586,0.80045,0.62503,7.7547,247.05,113.82,1077.32,6.775,1.2912,3.3769,7.3881,1.2893,11.035
2014-11-04,1.1461,1.5629,1.1416,0.96332,22.206,5.9477,0.79911,0.62482,7.7524,246.99,113.44,1077.81,6.8543,1.2901,3.3761,7.4016,1.29,11.0516
