date,aud,bgn,cad,chf,czk,dkk,eur,gbp,hkd,huf,jpy,krw,nok,nzd,pln,sek,sgd,zar
2000-08-30,1.7517,2.1844,1.4839,1.7379,39.687,8.3679,1.1225,0.69009,7.8117,293.22,106.41,1110.24,9.0599,2.3457,4.4029,9.4685,1.7258,6.9673
2000-08-31,1.7457,2.1854,1.4755,1.7402,39.715,8.3723,1.1228,0.68852,7.8026,293.47,106.41,1109.75,9.0664,2.3356,4.3858,9.4498,1.7221,6.9754
2000-09-01,1.745,2.1864,1.4718,1.7412,39.665,8.3778,1.1233,0.68917,7.7999,293.57,106.46,1105.84,9.0682,2.3568,4.3979,9.4131,1.7225,6.9758
2000-09-04,1.7369,2.1638,1.4728,1.7258,39.298,8.2889,1.1111,0.68378,7.8012,290.56,105.69,1104.66,8.9794,2.3274,4.3667,9.3278,1.7232,6.9566
2000-09-05,1.7487,2.191,1.4752,1.7432,39.746,8.3951,1.1254,0.68917,7.7963,294.47,105.99,1105.12,9.0862,2.3405,4.3552,9.4278,1.7269,6.9901
2000-09-06,1.7697,2.2078,1.4779,1.7557,40.045,8.4612,1.134,0.69029,7.8021,296.97,105.77,1107.86,9.1308,2.3458,4.3602,9.5384,1.7298,7.0669
2000-09-07,1.8038,2.2437,1.4837,1.7828,40.662,8.5973,1.1526,0.69698,7.7963,301.83,105.13,1110.18,9.2387,2.4154,4.4095,9.6243,1.7305,7.1067
2000-09-08,1.7873,2.2284,1.475,1.7733,40.444,8.5384,1.1448,0.70109,7.7983,299.85,105.61,1108.54,9.2026,2.3756,4.4245,9.577,1.7359,7.0898
2000-09-11,1.7911,2.2609,1.4771,1.777,40.969,8.6657,1.1616,0.70601,7.7849,304.19,106.11,1107.07,9.3205,2.3655,4.4253,9.7317,1.7349,7.1133
2000-09-12,1.791,2.2596,1.4803,1.7667,41.052,8.6659,1.1609,0.71337,7.7968,303.91,106.28,1109.07,9.264,2.3299,4.4576,9.7376,1.7422,7.1349
2000-09-13,1.8041,2.2491,1.4792,1.7664,41.098,8.6271,1.1555,0.70973,7.7945,302.23,107.27,1108.79,9.2945,2.3716,4.5066,9.7261,1.7437,7.1286
2000-09-14,1.8101,2.2388,1.4904,1.756,40.763,8.5882,1.1504,0.70551,7.8148,301.22,107.16,1117.72,9.2494,2.387,4.4881,9.6796,1.7435,7.1283
2000-09-15,1.8178,2.2591,1.4875,1.7734,41.248,8.6672,1.1608,0.71097,7.8037,303.92,107.53,1120.89,9.307,2.3848,4.4785,9.7406,1.7457,7.1538
2000-09-18,1.8405,2.2825,1.4846,1.7869,41.834,8.7591,1.1729,0.71499,7.798,307.52,106.85,1131.79,9.3725,2.4175,4.5705,9.844,1.7476,7.2675
2000-09-19,1.8424,2.2785,1.4868,1.7797,41.562,8.743,1.1708,0.71233,7.8014,307.22,106.91,1127.02,9.373,2.4181,4.614,9.8092,1.746,7.2746
2000-09-20,1.8458,2.2961,1.4805,1.7842,41.809,8.8096,1.1798,0.70658,7.7876,309.51,106.54,1125.51,9.3989,2.4351,4.5967,9.8779,1.7449,7.2783
2000-09-21,1.8536,2.2832,1.4865,1.7715,41.632,8.7547,1.1732,0.70436,7.7845,308.31,106.43,1125.35,9.3759,2.4815,4.6021,9.8358,1.7434,7.3576
2000-09-22,1.7942,2.1892,1.4906,1.7231,40.081,8.3935,1.1249,0.682,7.7893,295.91,107.71,1133.99,9.0377,2.4053,4.5435,9.4803,1.7478,7.2243
2000-09-25,1.8344,2.2202,1.4885,1.7356,40.491,8.5059,1.1403,0.68734,7.8021,299.9,107.61,1125.52,9.1528,2.4286,4.5446,9.6385,1.7478,7.2249
2000-09-26,1.8262,2.2234,1.4878,1.7344,40.481,8.5216,1.1419,0.68836,7.7959,300.64,107.29,1117.93,9.1601,2.4306,4.5787,9.6715,1.7413,7.2164
2000-09-27,1.8226,2.1983,1.4904,1.7215,40.001,8.425,1.1285,0.6822,7.7984,297.34,107.76,1113.62,9.078,2.4158,4.5505,9.6028,1.7426,7.1951
2000-09-28,1.8199,2.2066,1.4992,1.7275,40.177,8.4522,1.1322,0.68218,7.7935,298.83,107.54,1115.24,9.0721,2.4009,4.529,9.6518,1.7434,7.2589
2000-09-29,1.846,2.2227,1.5058,1.7387,40.559,8.5077,1.1409,0.68078,7.7926,300.91,108.32,1114.51,9.1563,2.4541,4.5436,9.7279,1.7395,7.2727
2000-10-02,1.8404,2.2156,1.5036,1.7311,40.449,8.4697,1.1361,0.68064,7.7966,299.75,108.49,1118.0,9.1377,2.4658,4.5232,9.6876,1.7402,7.2234
2000-10-03,1.8458,2.2262,1.5077,1.7311,40.814,8.5055,1.1412,0.68538,7.7956,300.43,108.57,1119.0,9.1687,2.4837,4.5661,9.7398,1.7435,7.2372
2000-10-04,1.8629,2.2321,1.5003,1.736,40.851,8.5342,1.1455,0.68763,7.7939,301.47,109.18,1119.5,9.2039,2.484,4.5581,9.8194,1.7505,7.2471
2000-10-05,1.8558,2.2191,1.4962,1.7332,40.596,8.4828,1.1382,0.68598,7.7958,299.19,109.21,1119.0,9.16,2.475,4.5487,9.7485,1.749,7.2164
2000-10-06,1.8738,2.2375,1.4934,1.7525,40.946,8.5626,1.149,0.69103,7.7956,301.68,108.95,1115.99,9.233,2.4843,4.5585,9.7993,1.7482,7.2835
2000-10-09,1.8718,2.2419,1.503,1.7496,40.957,8.5711,1.1501,0.69074,7.7976,301.96,108.97,1117.5,9.2524,2.4817,4.5431,9.8384,1.75,7.3281
2000-10-10,1.8788,2.2362,1.5021,1.7419,40.752,8.5448,1.1467,0.68708,7.7975,300.99,108.02,1120.4,9.2392,2.4774,4.5683,9.8527,1.7505,7.3415
2000-10-11,1.8624,2.2408,1.503,1.7327,40.625,8.5416,1.1468,0.6844,7.7982,301.42,107.99,1121.5,9.258,2.4576,4.6154,9.8836,1.7491,7.3807
2000-10-12,1.8839,2.2599,1.5057,1.7478,40.944,8.6117,1.1563,0.68467,7.7968,303.93,107.54,1122.5,9.3131,2.5091,4.6589,9.9133,1.754,7.4093
2000-10-13,1.8827,2.2588,1.5177,1.7465,41.046,8.6312,1.1592,0.68019,7.7973,304.8,107.8,1128.6,9.3277,2.5003,4.6946,9.8879,1.755,7.502
2000-10-16,1.9027,2.2876,1.5099,1.7768,41.542,8.7488,1.175,0.69134,7.7974,309.31,108.2,1128.0,9.4102,2.5218,4.6958,10.0164,1.7522,7.5325
2000-10-17,1.9253,2.2908,1.521,1.78,41.616,8.7624,1.177,0.69539,7.7979,309.24,107.97,1133.0,9.4603,2.5406,4.6728,10.01,1.7547,7.539
2000-10-18,1.9173,2.2829,1.5179,1.7696,41.49,8.7324,1.173,0.68891,7.7979,308.53,108.23,1137.0,9.4387,2.5273,4.6815,10.0117,1.7577,7.6442
2000-10-19,1.9303,2.3136,1.5123,1.7881,41.2,8.8491,1.1889,0.69266,7.7974,312.23,108.11,1138.0,9.5197,2.5508,4.696,10.1118,1.752,7.6697
2000-10-20,1.8881,2.3029,1.5114,1.7816,41.191,8.8074,1.1832,0.69001,7.7974,310.73,108.92,1129.25,9.4699,2.4755,4.6785,10.0982,1.7547,7.6421
2000-10-23,1.8847,2.3251,1.5135,1.7923,41.54,8.8865,1.1937,0.6876,7.7989,313.53,108.63,1139.0,9.4801,2.4891,4.7063,10.1354,1.755,7.6088
2000-10-24,1.8915,2.3207,1.5119,1.7906,41.667,8.8775,1.1925,0.68805,7.7992,313.15,108.23,1136.5,9.4759,2.4773,4.6715,10.0772,1.753,7.5661
2000-10-25,1.9234,2.3422,1.5221,1.8075,41.883,8.9599,1.2038,0.69472,7.799,316.18,108.1,1138.0,9.5654,2.5045,4.6933,10.1844,1.7539,7.6744
2000-10-26,1.9344,2.3583,1.5137,1.8284,42.196,9.0198,1.2118,0.70371,7.7994,318.53,108.22,1137.51,9.6062,2.5063,4.7092,10.287,1.7555,7.6937
2000-10-27,1.9234,2.3381,1.5216,1.8169,41.843,8.9421,1.2013,0.69726,7.7999,316.13,108.76,1136.5,9.5225,2.503,4.7129,10.1796,1.7548,7.6466
2000-10-30,1.8999,2.2952,1.5315,1.7962,41.096,8.7766,1.179,0.68522,7.7996,310.49,108.71,1138.0,9.3527,2.4691,4.6607,10.0092,1.7532,7.5512
2000-10-31,1.9457,2.3125,1.5311,1.8071,41.427,8.8431,1.1881,0.69015,7.7992,312.75,109.16,1139.0,9.3543,2.5371,4.6656,10.08,1.7568,7.5931
2000-11-01,1.9103,2.2754,1.5242,1.7862,40.675,8.7017,1.169,0.69114,7.7974,307.34,108.52,1136.8,9.208,2.5116,4.6156,9.9065,1.7466,7.5117
2000-11-02,1.8945,2.2521,1.5338,1.7682,40.084,8.6105,1.1566,0.68887,7.7956,304.51,108.29,1135.3,9.1829,2.4988,4.5767,9.8554,1.7423,7.4882
2000-11-03,1.8923,2.2322,1.5297,1.7526,39.725,8.5347,1.1455,0.68877,7.7966,302.39,107.25,1135.3,9.1375,2.4914,4.5002,9.7833,1.7423,7.5074
2000-11-06,1.8951,2.2473,1.5326,1.7598,40.047,8.5967,1.1538,0.6917,7.798,304.59,107.14,1133.49,9.2039,2.4957,4.5142,9.8844,1.732,7.5185
2000-11-07,1.8982,2.2668,1.5286,1.7717,40.39,8.6807,1.1646,0.6999,7.7985,307.3,107.29,1137.5,9.2914,2.5178,4.5699,10.0093,1.7384,7.6273
2000-11-08,1.8922,2.274,1.5372,1.7757,40.487,8.7099,1.1684,0.70172,7.7985,308.37,107.75,1134.0,9.3042,2.5081,4.5656,10.0298,1.7368,7.6625
2000-11-09,1.9055,2.2814,1.5424,1.7828,40.624,8.739,1.1722,0.70531,7.7985,309.47,107.31,1133.79,9.3061,2.5158,4.5826,10.0457,1.7409,7.7125
2000-11-10,1.9015,2.2443,1.5489,1.7564,40.029,8.5962,1.153,0.6986,7.799,304.45,107.71,1135.5,9.224,2.5094,4.5613,9.9133,1.7405,7.591
2000-11-13,1.923,2.2578,1.5473,1.7651,40.27,8.6531,1.1601,0.69791,7.7988,306.43,107.68,1138.16,9.268,2.5339,4.5908,9.9963,1.7425,7.6299
2000-11-14,1.9221,2.2676,1.5412,1.7702,40.389,8.6909,1.1651,0.69847,7.799,307.53,107.89,1137.5,9.347,2.5166,4.5777,10.0837,1.7441,7.6497
2000-11-15,1.9214,2.2642,1.5491,1.7715,40.335,8.6785,1.1633,0.70161,7.7994,306.55,108.45,1136.01,9.3491,2.5104,4.5507,10.0562,1.7455,7.6731
2000-11-16,1.923,2.271,1.5518,1.7822,40.463,8.7058,1.167,0.7023,7.7993,307.63,108.87,1139.79,9.3517,2.51,4.5749,10.0945,1.7514,7.6676
2000-11-17,1.9217,2.2801,1.5569,1.7861,40.664,8.7398,1.1716,0.70287,7.7995,309.4,108.9,1143.0,9.3773,2.496,4.5692,10.1582,1.7515,7.6487
2000-11-20,1.948,2.2934,1.5567,1.8015,40.866,8.7871,1.1781,0.70158,7.7998,311.1,109.21,1155.0,9.4092,2.5259,4.5738,10.1891,1.7551,7.7551
2000-11-21,1.9574,2.2969,1.557,1.7956,40.899,8.8053,1.1801,0.70427,7.7996,312.0,110.08,1166.5,9.4814,2.542,4.5572,10.2643,1.756,7.8255
2000-11-22,1.9262,2.3096,1.5497,1.8038,40.946,8.8536,1.1864,0.70696,7.7997,313.44,109.69,1176.5,9.5011,2.5094,4.5702,10.2859,1.7532,7.8301
2000-11-23,1.9249,2.3102,1.5456,1.8027,40.738,8.852,1.1867,0.712,7.7997,313.78,110.24,1194.51,9.504,2.5085,4.5897,10.27,1.7565,7.8279
2000-11-24,1.9118,2.3078,1.5454,1.8024,40.639,8.8428,1.1854,0.71053,7.7998,313.49,111.17,1189.0,9.5092,2.4944,4.5646,10.2991,1.7597,7.815
2000-11-27,1.9224,2.3157,1.5387,1.8025,40.767,8.8716,1.1896,0.70973,7.7998,314.68,111.16,1188.0,9.5349,2.5042,4.5402,10.3395,1.757,7.8161
2000-11-28,1.8953,2.2744,1.5296,1.7694,40.262,8.7124,1.1681,0.70307,7.7998,309.31,110.43,1186.5,9.3669,2.4441,4.4954,10.1638,1.757,7.7478
2000-11-29,1.9061,2.2509,1.5347,1.7496,39.979,8.6223,1.1561,0.70162,7.7998,306.32,109.84,1202.5,9.2809,2.4672,4.4853,10.0382,1.754,7.7501
2000-11-30,1.9059,2.2431,1.5402,1.7383,39.876,8.5871,1.1515,0.70567,7.7997,305.01,111.05,1215.5,9.2728,2.4628,4.466,10.0357,1.7554,7.7225
2000-12-01,1.8663,2.2317,1.5296,1.7326,39.66,8.5358,1.1448,0.69777,7.7999,303.38,111.91,1209.0,9.2519,2.4102,4.468,9.9399,1.7515,7.675
2000-12-04,1.8343,2.189,1.5507,1.7025,39.215,8.3683,1.1226,0.68893,7.7997,297.68,110.69,1217.5,9.1014,2.3614,4.4469,9.6879,1.7441,7.6193
2000-12-05,1.8488,2.214,1.5406,1.7134,39.625,8.4598,1.1351,0.69251,7.7997,301.0,110.69,1202.5,9.1981,2.3725,4.4355,9.7395,1.7443,7.6367
2000-12-06,1.833,2.2109,1.5429,1.7123,39.491,8.4438,1.1328,0.69687,7.7981,300.24,110.74,1199.5,9.1363,2.3496,4.4106,9.7032,1.743,7.615
2000-12-07,1.8206,2.1829,1.526,1.6943,39.103,8.3375,1.1182,0.69239,7.7975,296.57,110.59,1198.0,9.0741,2.3306,4.3867,9.6472,1.7333,7.577
2000-12-08,1.8308,2.1943,1.5269,1.7007,39.239,8.3794,1.1242,0.68893,7.7967,298.2,111.02,1190.01,9.1197,2.3414,4.4025,9.692,1.7381,7.6153
2000-12-11,1.8456,2.2168,1.519,1.7141,39.573,8.4677,1.1358,0.68707,7.7963,301.35,110.78,1183.0,9.1896,2.3619,4.402,9.713,1.734,7.69
2000-12-12,1.8447,2.2216,1.527,1.7126,39.566,8.4883,1.1387,0.6905,7.7972,302.02,111.47,1190.5,9.1915,2.3577,4.3864,9.6792,1.7358,7.734
2000-12-13,1.8509,2.2279,1.529,1.7188,39.689,8.5225,1.1431,0.69044,7.7998,302.81,112.48,1191.7,9.269,2.3747,4.4033,9.778,1.7412,7.7842
2000-12-14,1.8448,2.2084,1.5187,1.7032,39.391,8.4326,1.1313,0.6822,7.7999,299.49,112.63,1202.5,9.1769,2.3657,4.3686,9.7013,1.7378,7.715
2000-12-15,1.832,2.1744,1.516,1.6792,38.577,8.2989,1.1131,0.67765,7.7999,294.5,112.34,1207.5,9.0606,2.3326,4.3241,9.5525,1.7346,7.7187
2000-12-18,1.8413,2.1796,1.5259,1.6791,38.613,8.3191,1.1153,0.67745,7.7998,295.08,112.13,1205.0,9.0118,2.3366,4.2987,9.6375,1.737,7.65
2000-12-19,1.8499,2.1956,1.5261,1.692,38.983,8.3781,1.1232,0.68202,7.7997,297.08,112.28,1208.5,9.1076,2.3354,4.2986,9.7697,1.7365,7.7075
2000-12-20,1.8225,2.1588,1.5241,1.6737,38.323,8.2371,1.1039,0.68142,7.7998,291.82,112.65,1217.0,8.9817,2.2977,4.2479,9.6065,1.7328,7.64
2000-12-21,1.8128,2.1375,1.5224,1.6667,38.073,8.1599,1.0934,0.67571,7.7995,289.14,111.93,1227.3,8.9405,2.2775,4.2169,9.5424,1.7305,7.6325
2000-12-22,1.7975,2.1144,1.5209,1.6472,37.772,8.0779,1.0823,0.67554,7.7995,286.59,112.32,1237.31,8.8653,2.2766,4.1756,9.5334,1.7266,7.59
2000-12-27,1.7982,2.0933,1.5104,1.6373,37.561,8.019,1.0741,0.67175,7.7991,285.27,113.94,1258.5,8.8598,2.2646,4.1249,9.5166,1.7267,7.5476
2000-12-28,1.804,2.0992,1.5102,1.6452,37.76,8.0395,1.077,0.67184,7.799,285.51,114.59,1252.5,8.888,2.2655,4.1454,9.5237,1.7316,7.566
2000-12-29,1.8023,2.1003,1.5008,1.637,37.665,8.0205,1.0747,0.67071,7.7999,284.79,114.91,1265.0,8.8485,2.2697,4.1373,9.4909,1.733,7.565
2001-01-02,1.7876,2.0755,1.4979,1.615,37.262,7.918,1.0612,0.67017,7.7997,280.78,114.89,1275.99,8.8151,2.2673,4.099,9.4322,1.7379,7.5708
2001-01-03,1.7749,2.0523,1.497,1.5971,37.12,7.8274,1.0493,0.66369,7.7999,277.6,114.25,1270.9,8.7246,2.2321,4.0955,9.3879,1.7319,7.483
2001-01-04,1.7715,2.0677,1.4951,1.6089,37.175,7.89,1.0573,0.66885,7.7997,279.94,114.45,1258.8,8.745,2.2478,4.1207,9.4262,1.7328,7.5074
2001-01-05,1.7532,2.049,1.5032,1.6019,36.917,7.8191,1.0477,0.66517,7.7995,277.5,116.52,1262.3,8.6862,2.2147,4.0754,9.3578,1.734,7.5087
2001-01-08,1.7632,2.0593,1.4965,1.608,37.036,7.8605,1.053,0.66632,7.7998,278.99,116.41,1266.15,8.7375,2.2204,4.0929,9.4015,1.7285,7.5645
2001-01-09,1.7835,2.0804,1.4959,1.6203,37.326,7.9398,1.0637,0.67163,7.7998,281.9,115.71,1283.78,8.7751,2.2486,4.1333,9.5203,1.7323,7.6819
2001-01-10,1.7899,2.078,1.4962,1.6195,37.312,7.9318,1.0625,0.67021,7.7998,281.63,116.16,1266.8,8.7176,2.2309,4.1541,9.4808,1.7345,7.87
2001-01-11,1.7904,2.0536,1.4973,1.6092,37.121,7.8408,1.0501,0.66681,7.7997,278.32,117.35,1278.1,8.6107,2.2214,4.1185,9.3327,1.7358,7.8991
2001-01-12,1.7814,2.0491,1.4923,1.6145,37.046,7.8226,1.0477,0.67135,7.7997,277.75,117.71,1281.5,8.5752,2.216,4.0964,9.2792,1.7328,7.82
2001-01-15,1.8082,2.0745,1.503,1.6363,37.394,7.919,1.0607,0.67756,7.7996,281.2,118.71,1285.8,8.7092,2.2522,4.108,9.4076,1.7362,7.8875
2001-01-16,1.7986,2.0773,1.5024,1.6346,37.64,7.933,1.0625,0.68073,7.7997,281.52,118.22,1282.8,8.7208,2.2427,4.0954,9.4874,1.7348,7.8175
2001-01-17,1.796,2.0797,1.5074,1.6362,37.814,7.9466,1.0643,0.67752,7.7997,282.14,117.71,1278.0,8.7516,2.2329,4.1044,9.5062,1.7328,7.7953
2001-01-18,1.8003,2.0762,1.5096,1.6252,37.555,7.9403,1.0634,0.67897,7.7993,281.85,118.33,1284.0,8.7484,2.2386,4.1131,9.4928,1.739,7.92
2001-01-19,1.789,2.0795,1.509,1.6243,37.418,7.9432,1.0638,0.67872,7.7995,282.0,117.72,1277.5,8.7521,2.2302,4.0981,9.4543,1.7379,7.905
2001-01-22,1.8101,2.1037,1.5095,1.6512,37.86,8.037,1.0764,0.68784,7.7994,285.22,116.56,1273.5,8.8385,2.2419,4.1496,9.6152,1.7352,7.8826
2001-01-23,1.8013,2.0785,1.5049,1.6281,37.385,7.9362,1.063,0.67907,7.7997,281.69,117.17,1274.5,8.7972,2.2333,4.0961,9.5238,1.7415,7.865
2001-01-24,1.8172,2.1042,1.5127,1.6487,37.623,8.0303,1.076,0.68227,7.7995,285.18,118.13,1273.0,8.8832,2.2515,4.1063,9.5868,1.7413,7.8812
2001-01-25,1.8387,2.1378,1.5155,1.6671,38.189,8.1595,1.0934,0.68926,7.7996,289.82,117.16,1274.0,8.9941,2.3049,4.1578,9.731,1.7422,7.8799
2001-01-26,1.8469,2.1186,1.5039,1.6556,37.709,8.0862,1.0837,0.68433,7.7995,287.3,116.7,1280.15,8.8968,2.2985,4.1321,9.6519,1.7463,7.9099
2001-01-29,1.8411,2.1268,1.5039,1.6565,37.811,8.1173,1.0878,0.68574,7.7996,288.36,116.56,1265.0,8.9144,2.2963,4.1323,9.6378,1.7465,7.8787
2001-01-30,1.8356,2.1265,1.5015,1.6531,37.685,8.1122,1.0873,0.68479,7.7994,288.3,116.76,1265.5,8.9013,2.2938,4.1234,9.6127,1.7477,7.87
2001-01-31,1.833,2.1045,1.5016,1.6466,37.329,8.0287,1.0761,0.68514,7.7991,285.35,116.08,1259.2,8.8292,2.2719,4.0859,9.512,1.7426,7.7525
2001-02-01,1.8033,2.0787,1.4964,1.6295,37.085,7.9351,1.0632,0.67733,7.7989,282.05,115.56,1256.5,8.7317,2.2366,4.0503,9.4586,1.7415,7.7475
2001-02-02,1.8028,2.0786,1.4931,1.6346,37.06,7.9328,1.063,0.67652,7.7987,281.99,115.27,1248.5,8.7222,2.2212,4.033,9.4759,1.7372,7.735
2001-02-05,1.8098,2.0742,1.4968,1.6321,36.963,7.9198,1.061,0.67767,7.799,281.51,115.42,1262.5,8.7045,2.2622,4.0267,9.4815,1.7419,7.7774
2001-02-06,1.8242,2.0961,1.5108,1.6504,37.186,8.0065,1.0727,0.6829,7.7997,284.64,114.84,1258.0,8.7696,2.264,4.0709,9.565,1.7429,7.7961
2001-02-07,1.8263,2.0957,1.5112,1.6506,37.182,8.0033,1.0724,0.68461,7.7999,284.47,116.2,1264.25,8.7802,2.2587,4.0611,9.5576,1.7482,7.8225
2001-02-08,1.8416,2.1189,1.5093,1.6607,37.581,8.0925,1.0846,0.68926,7.7998,287.91,116.02,1264.5,8.8628,2.2787,4.0885,9.6307,1.7459,7.9855
2001-02-09,1.8608,2.1174,1.5098,1.6634,37.466,8.0862,1.0838,0.69167,7.7993,287.72,117.37,1261.5,8.8712,2.2846,4.105,9.6581,1.7474,7.888
2001-02-12,1.861,2.1038,1.5142,1.6547,37.277,8.0336,1.0767,0.68885,7.7995,285.86,117.59,1264.5,8.8307,2.2907,4.0766,9.635,1.7467,7.8475
2001-02-13,1.8601,2.1066,1.5251,1.6574,37.28,8.044,1.0782,0.68744,7.7998,286.38,117.08,1254.65,8.8588,2.2918,4.0745,9.696,1.7446,7.8598
2001-02-14,1.8878,2.1291,1.522,1.673,37.571,8.13,1.0896,0.68708,7.7997,289.32,116.16,1251.5,8.9551,2.3183,4.09,9.8447,1.7454,7.9025
2001-02-15,1.9067,2.1464,1.5293,1.6848,37.939,8.2098,1.1001,0.69076,7.7994,292.27,116.07,1247.25,9.0292,2.354,4.1061,9.9208,1.7433,7.84
2001-02-16,1.8943,2.1367,1.5353,1.6866,37.803,8.1905,1.0973,0.68956,7.7996,291.53,115.09,1241.95,8.9926,2.3329,4.0961,9.8338,1.7373,7.8953
2001-02-19,1.8892,2.1141,1.5415,1.6674,37.607,8.1009,1.0854,0.68859,7.7998,288.36,115.83,1246.9,8.907,2.3179,4.092,9.7612,1.7377,7.7306
2001-02-20,1.9092,2.1463,1.5356,1.6925,38.093,8.2282,1.1025,0.69614,7.7998,292.98,115.61,1233.25,9.0623,2.3419,4.113,9.8837,1.7397,7.7889
2001-02-21,1.8983,2.1308,1.5413,1.6795,37.976,8.1609,1.0934,0.69265,7.7997,290.56,116.65,1237.7,9.0121,2.3318,4.126,9.8458,1.7446,7.7799
2001-02-22,1.9149,2.1513,1.5367,1.6914,38.326,8.2426,1.1042,0.69236,7.7998,294.05,116.31,1244.5,9.121,2.3405,4.1569,9.9965,1.7447,7.835
2001-02-23,1.9153,2.1499,1.5376,1.6917,38.149,8.2342,1.1033,0.6912,7.7996,293.6,116.62,1248.65,9.097,2.3273,4.1379,10.0196,1.7453,7.8573
2001-02-26,1.9042,2.1412,1.5342,1.6845,37.979,8.1986,1.0983,0.69006,7.7999,292.37,116.5,1248.0,9.0313,2.3015,4.112,9.9099,1.744,7.77
2001-02-27,1.902,2.1277,1.5292,1.6772,37.769,8.1458,1.0913,0.6929,7.7997,290.65,116.13,1246.66,8.9801,2.3055,4.0931,9.8614,1.7416,7.7423
2001-02-28,1.8985,2.1092,1.5302,1.667,37.459,8.07,1.0813,0.69064,7.7998,287.87,117.27,1253.8,8.9144,2.3156,4.0405,9.7954,1.7432,7.675
2001-03-01,1.8938,2.1043,1.5399,1.6626,37.448,8.0515,1.0789,0.68961,7.7998,287.45,117.29,1261.0,8.8812,2.3119,4.0234,9.7612,1.7455,7.7251
2001-03-02,1.8952,2.0861,1.5474,1.6425,37.22,7.9735,1.068,0.67884,7.7999,284.59,119.14,1267.0,8.7787,2.2913,3.9738,9.6561,1.7478,7.7574
2001-03-05,1.9142,2.0989,1.5435,1.6524,37.523,8.0228,1.0747,0.68028,7.8,286.22,119.44,1272.8,8.8404,2.3146,3.9911,9.7435,1.7533,7.7246
2001-03-06,1.9294,2.1062,1.5426,1.6568,37.49,8.043,1.0777,0.68143,7.8,286.92,118.43,1265.39,8.8711,2.3327,3.9825,9.7367,1.7537,7.8475
2001-03-07,1.9487,2.0998,1.5467,1.6517,37.486,8.0185,1.0745,0.68314,7.7997,286.13,119.67,1273.5,8.8272,2.3549,3.9542,9.7282,1.757,7.8685
2001-03-08,1.9675,2.0982,1.5519,1.6557,37.285,8.0149,1.0739,0.68127,7.7998,285.88,119.61,1273.75,8.8284,2.3803,3.9747,9.72,1.7574,7.77
2001-03-09,1.9523,2.0864,1.5457,1.6491,36.992,7.9771,1.0687,0.6812,7.7996,284.52,119.39,1269.0,8.771,2.357,3.9737,9.7104,1.7563,7.7113
2001-03-12,1.9686,2.1052,1.5485,1.6623,37.349,8.0512,1.0785,0.68335,7.7996,287.15,120.19,1279.0,8.8676,2.3875,3.9902,9.8283,1.7601,7.7375
2001-03-13,1.9879,2.1182,1.5526,1.6707,37.644,8.1126,1.0867,0.68909,7.7998,289.47,119.83,1275.01,8.9486,2.402,4.0687,9.9717,1.7597,7.815
2001-03-14,2.0024,2.1231,1.5467,1.6729,37.691,8.1318,1.0891,0.68656,7.7995,290.23,119.86,1277.0,8.9447,2.4012,4.0804,9.9975,1.7625,7.8557
2001-03-15,2.0248,2.1505,1.5589,1.6976,38.132,8.2354,1.1033,0.6934,7.7998,294.06,121.94,1285.0,9.0286,2.432,4.0806,10.0916,1.77,7.8825
2001-03-16,2.0244,2.1778,1.5657,1.7176,38.578,8.3435,1.1177,0.69867,7.7992,297.88,122.78,1290.0,9.131,2.4346,4.1335,10.2213,1.7767,7.8928
2001-03-19,1.9964,2.166,1.5671,1.7068,38.42,8.2974,1.1116,0.69942,7.7992,296.25,122.09,1297.0,9.0296,2.3764,4.138,10.1571,1.7655,7.9628
2001-03-20,2.0063,2.1601,1.5654,1.6982,38.374,8.2749,1.1086,0.69989,7.7992,295.38,122.66,1296.0,9.0094,2.401,4.1123,10.1375,1.7739,8.0
2001-03-21,2.0086,2.167,1.5726,1.7061,38.432,8.3024,1.1123,0.7,7.7992,296.43,123.75,1303.0,9.0362,2.4016,4.1119,10.2197,1.7833,7.99
2001-03-22,2.0391,2.1898,1.5722,1.7193,38.731,8.3989,1.125,0.7039,7.7987,299.9,124.03,1322.5,9.1309,2.4242,4.154,10.3941,1.7887,8.0655
2001-03-23,2.0306,2.1824,1.5661,1.717,38.542,8.3676,1.1208,0.70141,7.7997,298.79,122.94,1309.0,9.0624,2.4111,4.1316,10.2929,1.7844,7.9581
2001-03-26,2.0229,2.1791,1.5615,1.7155,38.388,8.3549,1.1192,0.69737,7.7998,298.38,123.2,1310.65,9.0464,2.4429,4.1155,10.2272,1.7929,7.951
2001-03-27,2.0102,2.1749,1.5597,1.7144,38.296,8.3375,1.1171,0.69705,7.7999,297.78,123.06,1310.61,9.0315,2.4221,4.113,10.1888,1.7955,7.9826
2001-03-28,2.0225,2.1966,1.5728,1.7273,38.815,8.4233,1.1287,0.6991,7.7995,301.07,121.68,1301.0,9.1208,2.436,4.1126,10.3135,1.7968,8.0026
2001-03-29,2.0295,2.2014,1.5706,1.7283,38.993,8.442,1.1312,0.69548,7.7995,301.73,123.26,1322.0,9.1233,2.4334,4.0902,10.3999,1.8,7.9969
2001-03-30,2.0559,2.2048,1.5743,1.7291,39.121,8.4496,1.1322,0.70109,7.7991,301.99,125.38,1331.0,9.1225,2.4866,4.0831,10.368,1.8036,8.0
