Date,AUD,BGN,CAD,CHF,CYP,CZK,DKK,EEK,EUR,GBP,HKD,HUF,ISK,JPY,KRW,LTL,LVL,MTL,NOK,NZD,PLN,ROL,SEK,SGD,SIT,SKK,TRL,ZAR,TRY,CNY,HRK,IDR,MYR,PHP,RUB,THB,RON,BRL,MXN,INR,ILS
2004-09-14,1.4293,1.5983,1.3015,1.2617,0.47177,25.762,6.0787,12.7863,0.81719,0.55679,7.7977,202.97,71.66,109.88,1145.2,2.8216,0.54049,0.3496,6.8342,1.5149,3.5773,33534.0,7.4367,1.6921,196.09,32.675,1502901.0,6.5339,,,,,,,,,,,,,
2004-09-15,1.4301,1.5982,1.2983,1.2598,0.47148,25.655,6.078,12.7853,0.81713,0.55957,7.8,202.61,71.695,109.65,1144.2,2.8214,0.54037,0.34989,6.8622,1.5125,3.5647,33652.0,7.4502,1.6889,196.07,32.648,1495097.0,6.5524,,,,,,,,,,,,,
2004-09-16,1.4352,1.6087,1.2933,1.2713,0.47458,25.846,6.1184,12.8694,0.8225,0.55914,7.7996,203.32,71.953,109.59,1145.8,2.8399,0.5417,0.35154,6.9399,1.5211,3.5766,33800.0,7.507,1.6895,197.34,32.83,1509377.0,6.5638,,,,,,,,,,,,,
2004-09-17,1.4283,1.6017,1.2984,1.2677,0.47261,25.757,6.092,12.8135,0.81893,0.55696,7.7996,202.83,71.419,110.0,1146.6,2.8276,0.54091,0.35018,6.9077,1.5108,3.5618,33672.0,7.4597,1.692,196.5,32.692,1512816.0,6.5482,,,,,,,,,,,,,
2004-09-20,1.4309,1.6121,1.2993,1.275,0.47568,25.851,6.1307,12.897,0.82427,0.56083,7.7999,203.59,71.901,109.8,1146.3,2.846,0.54228,0.35229,6.9403,1.5148,3.5589,33890.0,7.4857,1.6895,197.77,32.921,1532311.0,6.5274,,,,,,,,,,,,,
2004-09-21,1.4208,1.5932,1.2915,1.2587,0.4701,25.642,6.0587,12.7457,0.8146,0.55666,7.7997,200.42,71.351,109.62,1147.0,2.8126,0.53943,0.34873,6.8385,1.5072,3.516,33513.0,7.3781,1.69,195.47,32.482,1519572.0,6.4367,,,,,,,,,,,,,
2004-09-22,1.4205,1.5972,1.2866,1.2639,0.47129,25.715,6.0742,12.778,0.81666,0.55815,7.7995,201.09,71.474,110.55,1144.3,2.8198,0.54071,0.34953,6.8546,1.5111,3.5254,33524.0,7.3937,1.6926,196.0,32.628,1511637.0,6.5334,,,,,,,,,,,,,
2004-09-23,1.4014,1.5881,1.2824,1.2568,0.46862,25.613,6.04,12.7053,0.81202,0.55522,7.7989,199.68,71.238,110.71,1146.4,2.8037,0.53926,0.34779,6.773,1.4988,3.5265,33485.0,7.3519,1.6946,194.88,32.481,1495656.0,6.4877,,,,,,,,,,,,,
2004-09-24,1.399,1.5889,1.2794,1.257,0.46868,25.648,6.0441,12.7115,0.81241,0.555,7.7988,200.11,71.184,110.63,1149.4,2.8051,0.5392,0.34788,6.7747,1.4977,3.542,33443.0,7.3434,1.6907,194.91,32.517,1496385.0,6.429,,,,,,,,,,,,,
2004-09-27,1.4028,1.5961,1.277,1.2643,0.47079,25.778,6.0707,12.7686,0.81606,0.55386,7.7997,200.73,71.234,111.23,1151.0,2.8177,0.54048,0.34887,6.8268,1.5032,3.5639,33559.0,7.384,1.6941,195.77,32.651,1496083.0,6.4331,,,,,,,,,,,,,
2004-09-28,1.3936,1.5857,1.2709,1.2574,0.46713,25.625,6.0316,12.6847,0.8107,0.55136,7.7994,200.2,70.961,111.39,1155.0,2.7992,0.5396,0.34682,6.7698,1.4936,3.5473,33338.0,7.3415,1.6951,194.54,32.473,1501824.0,6.3993,,,,,,,,,,,,,
2004-09-29,1.3959,1.5872,1.2709,1.2585,0.46742,25.666,6.0383,12.6971,0.81149,0.55327,7.799,200.35,71.127,110.87,1153.1,2.8019,0.53964,0.34724,6.7768,1.4938,3.5395,33340.0,7.3461,1.6931,194.73,32.492,1503936.0,6.4578,,,,,,,,,,,,,
2004-09-30,1.3871,1.5762,1.2684,1.251,0.46386,25.514,5.9969,12.6091,0.80587,0.55347,7.7964,199.38,70.795,110.54,1151.9,2.7825,0.53808,0.34564,6.7217,1.4839,3.5295,33149.0,7.3002,1.6872,193.39,32.279,1501813.0,6.4302,,,,,,,,,,,,,
2004-10-01,1.3817,1.5757,1.2617,1.2483,0.46363,25.472,5.994,12.605,0.80561,0.55663,7.7971,198.38,70.789,110.25,1148.9,2.7816,0.53774,0.34593,6.7091,1.4863,3.5152,33181.0,7.2737,1.6844,193.34,32.285,1506807.0,6.4798,,,,,,,,,,,,,
2004-10-04,1.3868,1.5894,1.2684,1.2613,0.46786,25.622,6.0473,12.7156,0.81268,0.55957,7.7985,200.69,71.223,110.96,1149.7,2.806,0.54027,0.34848,6.7412,1.4955,3.5142,33454.0,7.3505,1.6853,195.01,32.536,1510931.0,6.488,,,,,,,,,,,,,
2004-10-05,1.3828,1.5896,1.2681,1.2624,0.4679,25.571,6.0473,12.7167,0.81274,0.56047,7.7975,199.62,71.343,110.95,1148.7,2.8062,0.54096,0.34867,6.7279,1.4852,3.5075,33419.0,7.3472,1.6861,195.07,32.522,1505770.0,6.5453,,,,,,,,,,,,,
2004-10-06,1.3863,1.5925,1.2629,1.2655,0.4689,25.586,6.0587,12.7395,0.8142,0.56139,7.7984,200.12,71.259,111.1,1152.5,2.8113,0.54161,0.34921,6.7334,1.4897,3.5182,33439.0,7.3565,1.6913,195.42,32.605,1505699.0,6.535,,,,,,,,,,,,,
2004-10-07,1.3753,1.59,1.2558,1.2629,0.46825,25.509,6.0502,12.7198,0.81294,0.56138,7.7973,200.17,70.978,111.24,1150.2,2.8069,0.54077,0.34883,6.7356,1.4799,3.5323,33375.0,7.3541,1.689,195.08,32.562,1503699.0,6.5997,,,,,,,,,,,,,
2004-10-08,1.3759,1.5882,1.2566,1.261,0.46772,25.465,6.0413,12.7053,0.81202,0.55956,7.7903,199.9,71.035,110.48,1148.0,2.8037,0.53991,0.34827,6.7397,1.4773,3.5168,33333.0,7.3634,1.6865,194.82,32.501,1498579.0,6.6263,,,,,,,,,,,,,
2004-10-11,1.3622,1.5784,1.254,1.2505,0.46482,25.325,6.0039,12.6264,0.80697,0.55705,7.7887,198.15,70.578,109.2,1146.1,2.7863,0.53809,0.34643,6.6382,1.4663,3.4746,33138.0,7.3043,1.6807,193.6,32.299,1494432.0,6.5523,,,,,,,,,,,,,
2004-10-12,1.3692,1.5885,1.2571,1.258,0.46784,25.493,6.0419,12.7084,0.81222,0.55954,7.7923,200.05,70.866,109.83,1145.9,2.8044,0.53939,0.34836,6.6541,1.4743,3.4904,33277.0,7.3569,1.6855,194.89,32.506,1496670.0,6.5448,,,,,,,,,,,,,
2004-10-13,1.3847,1.5944,1.2666,1.2603,0.46955,25.654,6.0637,12.755,0.8152,0.55943,7.7941,201.48,71.24,109.98,1147.4,2.8147,0.54072,0.34931,6.7058,1.4867,3.5119,33340.0,7.3884,1.6872,195.61,32.631,1487324.0,6.5928,,,,,,,,,,,,,
2004-10-14,1.3725,1.5802,1.2551,1.2482,0.46538,25.406,6.0092,12.6417,0.80795,0.55555,7.7913,200.05,70.494,109.4,1144.6,2.7897,0.53793,0.34653,6.6216,1.4712,3.4701,33323.0,7.3456,1.6817,193.84,32.338,1490183.0,6.5677,,,,,,,,,,,,,
2004-10-15,1.3707,1.5756,1.2598,1.2417,0.46375,25.349,5.9919,12.604,0.80554,0.55538,7.7877,199.65,70.42,109.28,1145.45,2.7814,0.53705,0.34582,6.6183,1.4604,3.473,33212.0,7.3367,1.6799,193.24,32.202,1489689.0,6.4803,,,,,,,,,,,,,
2004-10-18,1.3711,1.568,1.2553,1.2331,0.46152,25.171,5.9634,12.5434,0.80167,0.55463,7.7908,198.29,69.841,109.44,1143.7,2.768,0.53599,0.34448,6.6049,1.4529,3.4393,33074.0,7.294,1.6789,192.32,32.031,1481481.0,6.401,,,,,,,,,,,,,
2004-10-19,1.373,1.5636,1.2592,1.2299,0.46023,25.126,5.9464,12.5083,0.79942,0.55504,7.789,197.15,69.87,108.57,1144.9,2.7603,0.53473,0.34383,6.5873,1.4562,3.4282,32916.0,7.2601,1.6751,191.78,31.945,1473659.0,6.3299,,,,,,,,,,,,,
2004-10-20,1.3614,1.5535,1.2487,1.2211,0.45711,25.01,5.9072,12.4278,0.79428,0.55306,7.7871,195.62,69.595,108.36,1142.9,2.7425,0.53328,0.34202,6.5369,1.4466,3.4133,32669.0,7.2068,1.6732,190.53,31.743,1486736.0,6.2866,,,,,,,,,,,,,
2004-10-21,1.3585,1.5516,1.2467,1.2189,0.45653,25.014,5.8986,12.412,0.79327,0.5474,7.7862,195.85,69.245,107.67,1141.2,2.739,0.53244,0.34103,6.5322,1.4459,3.4135,32609.0,7.202,1.6723,190.31,31.699,1484214.0,6.234,,,,,,,,,,,,,
2004-10-22,1.357,1.5516,1.2442,1.2204,0.45693,25.052,5.898,12.412,0.79327,0.54815,7.7866,195.87,69.142,107.6,1140.6,2.739,0.53252,0.34111,6.514,1.4461,3.3998,32603.0,7.214,1.6683,190.25,31.691,1480705.0,6.1954,,,,,,,,,,,,,
2004-10-25,1.3389,1.529,1.2218,1.1981,0.45044,24.677,5.812,12.2316,0.78174,0.54296,7.7772,193.21,68.613,106.55,1133.0,2.6992,0.52853,0.33685,6.431,1.4243,3.3831,32126.0,7.0962,1.6633,187.47,31.262,1475219.0,6.1628,,,,,,,,,,,,,
2004-10-26,1.3394,1.53,1.2233,1.1994,0.45095,24.756,5.8156,12.2392,0.78223,0.54408,7.7808,193.82,68.946,106.78,1133.5,2.7009,0.52886,0.33714,6.4432,1.432,3.4082,32144.0,7.0735,1.6646,187.58,31.263,1482713.0,6.2352,,,,,,,,,,,,,
2004-10-27,1.3352,1.529,1.2217,1.1977,0.45067,24.699,5.8121,12.2316,0.78174,0.54296,7.7773,193.58,68.965,106.61,1128.0,2.6992,0.52869,0.33685,6.3806,1.4315,3.3992,31984.0,7.0543,1.662,187.47,31.242,1477408.0,6.1678,,,,,,,,,,,,,
2004-10-28,1.3474,1.5387,1.2278,1.2049,0.45339,24.874,5.8486,12.3095,0.78672,0.54732,7.7822,193.83,69.326,106.36,1127.5,2.7164,0.53049,0.33892,6.446,1.4668,3.4163,32197.0,7.114,1.664,188.73,31.433,1474864.0,6.178,,,,,,,,,,,,,
2004-10-29,1.3416,1.5355,1.2205,1.2011,0.45262,24.759,5.8354,12.2844,0.78511,0.54616,7.7831,193.17,69.074,106.09,1119.4,2.7108,0.5298,0.33831,6.3959,1.4655,3.3955,32090.0,7.1076,1.6636,188.29,31.357,1474130.0,6.1252,,,,,,,,,,,,,
2004-11-01,1.3397,1.5343,1.2211,1.2016,0.45231,24.684,5.8304,12.2738,0.78444,0.54581,7.7794,192.92,68.928,106.31,1119.0,2.7085,0.53004,0.33801,6.3751,1.4612,3.3852,31976.0,7.1011,1.6672,188.12,31.317,1474443.0,6.1296,,,,,,,,,,,,,
2004-11-02,1.3417,1.5395,1.2246,1.2056,0.45399,24.767,5.8504,12.3153,0.78709,0.54435,7.7818,193.36,69.044,106.39,1114.9,2.7177,0.53026,0.33869,6.4368,1.4602,3.3902,31830.0,7.117,1.6675,188.72,31.417,1474852.0,6.1747,,,,,,,,,,,,,
2004-11-03,1.3283,1.5336,1.2209,1.2021,0.45233,24.668,5.8277,12.268,0.78407,0.5425,7.782,192.8,68.833,106.52,1116.2,2.7072,0.5294,0.33731,6.4239,1.4541,3.3713,31215.0,7.106,1.6677,188.0,31.308,1464325.0,6.1189,,,,,,,,,,,,,
2004-11-04,1.3199,1.5192,1.2044,1.1888,0.44811,24.453,5.7737,12.1536,0.77676,0.54109,7.7778,190.65,68.029,106.14,1113.4,2.682,0.52711,0.33502,6.3337,1.4476,3.351,30825.0,7.0524,1.6568,186.27,30.981,1463259.0,6.1048,,,,,,,,,,,,,
2004-11-05,1.3198,1.5213,1.2062,1.1914,0.44874,24.467,5.782,12.1707,0.77785,0.54274,7.775,191.08,67.774,106.18,1110.6,2.6857,0.52754,0.33564,6.362,1.4479,3.3373,31101.0,7.0846,1.6592,186.53,31.001,1459396.0,6.1548,,,,,,,,,,,,,
2004-11-08,1.3185,1.5142,1.1953,1.1834,0.44662,24.325,5.7541,12.1132,0.77417,0.53956,7.7763,189.88,67.539,105.72,1105.3,2.6731,0.52559,0.33406,6.3413,1.4396,3.296,31485.0,7.0362,1.6529,185.63,30.797,1455524.0,6.1868,,,,,,,,,,,,,
2004-11-09,1.3205,1.5148,1.1925,1.1829,0.44722,24.336,5.756,12.1188,0.77453,0.53927,7.7759,190.08,67.578,105.78,1103.6,2.6743,0.52575,0.33413,6.3744,1.4442,3.3023,31511.0,7.0606,1.6518,185.71,30.755,1459531.0,6.2148,,,,,,,,,,,,,
2004-11-10,1.3104,1.5071,1.1936,1.173,0.44502,24.216,5.7263,12.0572,0.77059,0.53841,7.78,188.56,67.481,105.91,1109.98,2.6607,0.52447,0.33274,6.3019,1.4532,3.2827,31224.0,6.9866,1.6545,184.77,30.539,1454728.0,6.1626,,,,,,,,,,,,,
2004-11-11,1.3168,1.5174,1.1951,1.1785,0.44802,24.424,5.765,12.1386,0.7758,0.54321,7.7843,189.65,67.991,106.79,1112.05,2.6787,0.52684,0.33507,6.3189,1.4573,3.3257,31324.0,7.0002,1.658,186.04,30.747,1460978.0,6.2029,,,,,,,,,,,,,
2004-11-12,1.3049,1.5137,1.1914,1.1768,0.44695,24.387,5.7516,12.1094,0.77393,0.54222,7.7766,189.19,67.464,105.97,1104.7,2.6722,0.52558,0.33434,6.2789,1.4435,3.3189,31154.0,6.9393,1.6538,185.57,30.656,1456079.0,6.1639,,,,,,,,,,,,,
2004-11-15,1.2942,1.5098,1.1957,1.1765,0.44593,24.284,5.7366,12.0777,0.7719,0.53948,7.7756,188.24,66.993,105.35,1092.2,2.6652,0.52428,0.33331,6.2393,1.427,3.293,30656.0,6.9173,1.6507,185.08,30.583,1454651.0,6.0471,,,,,,,,,,,,,
2004-11-16,1.2937,1.5079,1.1953,1.1748,0.44538,24.204,5.7298,12.0628,0.77095,0.53932,7.774,188.44,67.289,105.34,1090.4,2.6619,0.52402,0.33305,6.2397,1.4249,3.2832,30530.0,6.9096,1.6503,184.86,30.437,1457636.0,6.0443,,,,,,,,,,,,,
2004-11-17,1.2827,1.5015,1.1904,1.1671,0.4435,24.05,5.7062,12.0118,0.7677,0.53842,7.7735,187.78,66.659,104.38,1079.0,2.6507,0.52288,0.33187,6.2387,1.4161,3.2686,30631.0,6.887,1.6473,184.09,30.28,1453324.0,5.9777,,,,,,,,,,,,,
2004-11-18,1.2811,1.5018,1.2017,1.1648,0.4438,24.007,5.7059,12.0137,0.76781,0.53939,7.7776,188.82,66.6,104.07,1065.7,2.6511,0.52303,0.33208,6.2396,1.4101,3.2663,30510.0,6.8831,1.6496,184.11,30.258,1445101.0,6.0368,,,,,,,,,,,,,
2004-11-19,1.2784,1.5022,1.2028,1.1638,0.44424,23.912,5.7071,12.0174,0.76805,0.53856,7.7763,189.55,66.728,103.66,1068.8,2.6519,0.52266,0.33203,6.2458,1.4089,3.2601,30618.0,6.889,1.6475,184.18,30.157,1441167.0,5.9873,,,,,,,,,,,,,
2004-11-22,1.2781,1.5007,1.1906,1.163,0.4438,23.855,5.7018,12.0054,0.76728,0.53905,7.7738,188.91,66.784,103.18,1065.4,2.6493,0.52244,0.33185,6.2672,1.4087,3.2443,30444.0,6.8725,1.6447,183.99,30.12,1440190.0,6.0087,,,,,,,,,,,,,
2004-11-23,1.2705,1.4943,1.1848,1.1575,0.44197,23.698,5.6773,11.954,0.764,0.53442,7.7766,187.03,66.514,102.99,1065.8,2.6379,0.52021,0.3302,6.2312,1.4035,3.2109,30108.0,6.8351,1.6424,183.19,29.991,1435175.0,5.9953,,,,,,,,,,,,,
2004-11-24,1.2694,1.4878,1.1819,1.1519,0.44013,23.597,5.6523,11.9022,0.76069,0.53237,7.7728,186.44,66.225,102.89,1066.7,2.6265,0.51909,0.32892,6.1859,1.4058,3.2068,30027.0,6.7907,1.6414,182.41,29.906,1427887.0,5.9662,,,,,,,,,,,,,
2004-11-25,1.2641,1.4803,1.1785,1.1438,0.43828,23.456,5.6226,11.8418,0.75683,0.53024,7.7717,185.98,65.875,102.74,1057.2,2.6132,0.51797,0.32756,6.1451,1.3974,3.1919,29851.0,6.7555,1.6404,181.48,29.709,1431166.0,5.8828,,,,,,,,,,,,,
2004-11-26,1.2707,1.4775,1.1808,1.1441,0.43775,23.414,5.6119,11.8195,0.7554,0.52855,7.7734,185.24,65.486,103.03,1046.8,2.6082,0.51737,0.32686,6.1233,1.3979,3.1827,29710.0,6.7392,1.6413,181.13,29.676,1426953.0,5.8921,,,,,,,,,,,,,
2004-11-29,1.275,1.4765,1.1833,1.1452,0.43753,23.417,5.6078,11.8114,0.75489,0.52918,7.7761,186.11,65.275,102.85,1047.1,2.6065,0.5177,0.32672,6.0919,1.3967,3.1797,29382.0,6.7344,1.6374,181.01,29.648,1431947.0,5.8262,,,,,,,,,,,,,
2004-11-30,1.2897,1.4712,1.1873,1.1368,0.43588,23.308,5.5876,11.7688,0.75216,0.52396,7.7747,184.84,65.024,102.7,1048.4,2.5971,0.51689,0.32524,6.0963,1.3956,3.1647,28887.0,6.7121,1.6376,180.38,29.545,1428958.0,5.7968,,,,,,,,,,,,,
2004-12-01,1.2965,1.4713,1.1919,1.1434,0.43584,23.307,5.5892,11.7697,0.75222,0.5202,7.7753,184.17,64.856,102.93,1046.1,2.5973,0.51617,0.32481,6.1152,1.3994,3.1432,28869.0,6.7245,1.636,180.4,29.502,1421995.0,5.8138,,,,,,,,,,,,,
2004-12-02,1.2822,1.4691,1.1821,1.1468,0.43526,23.205,5.5807,11.752,0.75109,0.51754,7.7729,183.54,64.12,102.73,1041.5,2.5934,0.5148,0.32417,6.1338,1.387,3.1343,28659.0,6.7414,1.6352,180.1,29.311,1420084.0,5.8102,,,,,,,,,,,,,
2004-12-03,1.2935,1.4706,1.1976,1.1483,0.43564,23.149,5.5865,11.7644,0.75188,0.51887,7.7728,184.02,62.895,103.05,1045.4,2.5961,0.51564,0.32459,6.1466,1.3969,3.1386,27977.0,6.7301,1.6391,180.31,29.364,1415414.0,5.834,,,,,,,,,,,,,
2004-12-06,1.2884,1.4558,1.1963,1.1367,0.43104,22.915,5.5294,11.6461,0.74432,0.51492,7.771,182.72,62.516,102.32,1040.85,2.57,0.51284,0.3217,6.061,1.3838,3.1044,28301.0,6.6239,1.6342,178.52,29.129,1398065.0,5.7152,,,,,,,,,,,,,
2004-12-07,1.2871,1.4536,1.1946,1.1374,0.43037,22.835,5.5211,11.628,0.74316,0.51323,7.7713,182.62,61.965,102.78,1041.9,2.566,0.51263,0.32112,6.046,1.3842,3.1022,28458.0,6.619,1.6344,178.26,29.052,1397815.0,5.7354,,,,,,,,,,,,,
2004-12-08,1.3223,1.4706,1.226,1.1526,0.43549,23.221,5.5871,11.7644,0.75188,0.51842,7.7702,184.81,61.805,104.23,1058.7,2.5961,0.51707,0.32481,6.1733,1.4153,3.162,28791.0,6.7389,1.6467,180.35,29.396,1414737.0,5.8629,,,,,,,,,,,,,
2004-12-09,1.3257,1.47,1.2232,1.1533,0.43533,23.137,5.5853,11.7599,0.7516,0.52003,7.7778,185.82,62.901,104.6,1055.4,2.5951,0.5168,0.32461,6.1939,1.4126,3.1475,28855.0,6.7599,1.6504,180.28,29.367,1437354.0,5.8851,,,,,,,,,,,,,
2004-12-10,1.3349,1.4828,1.23,1.1636,0.43909,23.401,5.6334,11.8616,0.75809,0.52399,7.7757,187.84,63.392,105.82,1067.4,2.6175,0.52005,0.32719,6.23,1.4221,3.1898,29448.0,6.8334,1.659,181.84,29.632,1437344.0,5.8428,,,,,,,,,,,,,
2004-12-13,1.3193,1.4741,1.2263,1.1568,0.43624,23.071,5.6002,11.7927,0.75369,0.52174,7.7756,186.32,63.159,104.77,1061.8,2.6024,0.51771,0.32552,6.1833,1.4074,3.1671,29616.0,6.7587,1.6483,180.77,29.353,1430962.0,5.7505,,,,,,,,,,,,,
2004-12-14,1.3137,1.4687,1.2294,1.154,0.43463,22.984,5.5816,11.7493,0.75092,0.51926,7.7749,185.16,63.16,104.9,1058.2,2.5928,0.51686,0.32425,6.1575,1.4018,3.1378,29522.0,6.7262,1.6442,180.04,29.124,1421642.0,5.739,,,,,,,,,,,,,
2004-12-15,1.3122,1.4615,1.2313,1.1419,0.43249,22.871,5.5548,11.6914,0.74722,0.51644,7.7749,183.63,63.319,104.24,1061.1,2.58,0.51491,0.3228,6.1466,1.3977,3.1066,29289.0,6.7222,1.6404,179.2,28.958,1418292.0,5.7442,,,,,,,,,,,,,
2004-12-16,1.3071,1.4595,1.2265,1.1432,0.43191,22.849,5.5456,11.6757,0.74621,0.51213,7.7749,183.31,63.368,103.67,1056.5,2.5765,0.51384,0.32199,6.1081,1.3898,3.1051,28657.0,6.6872,1.6397,178.93,28.924,1402955.0,5.7327,,,,,,,,,,,,,
2004-12-17,1.3178,1.4746,1.2327,1.1585,0.43637,22.953,5.603,11.7963,0.75392,0.51708,7.7799,185.15,63.397,104.32,1060.1,2.6031,0.51636,0.32502,6.195,1.401,3.1261,29204.0,6.7838,1.6468,180.78,29.125,1405383.0,5.7861,,,,,,,,,,,,,
2004-12-20,1.3093,1.462,1.228,1.1498,0.43265,22.769,5.5561,11.6958,0.7475,0.51383,7.7796,183.08,62.715,104.23,1058.2,2.581,0.51428,0.32254,6.1511,1.3957,3.0814,28907.0,6.6998,1.644,179.23,28.812,1387053.0,5.7283,,,,,,,,,,,,,
2004-12-21,1.3048,1.4603,1.2262,1.15,0.43213,22.766,5.5501,11.6818,0.7466,0.51687,7.7798,182.96,62.528,104.41,1055.6,2.5779,0.51463,0.32268,6.1651,1.402,3.0626,28782.0,6.6967,1.6413,179.03,28.793,1390175.0,5.6678,,,,,,,,,,,,,
2004-12-22,1.3032,1.4614,1.2312,1.1533,0.43246,22.835,5.5552,11.6905,0.74716,0.5223,7.7812,183.58,62.455,103.99,1053.7,2.5798,0.51517,0.32345,6.1887,1.3998,3.0565,28352.0,6.7428,1.6393,179.12,28.952,1389868.0,5.6773,,,,,,,,,,,,,
2004-12-23,1.3065,1.4536,1.2378,1.1477,0.43022,22.741,5.5273,11.628,0.74316,0.52118,7.7814,182.73,62.292,103.95,1050.55,2.566,0.51397,0.32194,6.1552,1.4023,3.0262,28359.0,6.7089,1.6385,178.2,28.842,1379452.0,5.648,,,,,,,,,,,,,
2004-12-24,1.2987,1.4443,1.2281,1.1415,0.42734,22.473,5.4945,11.5541,0.73844,0.51935,7.7841,181.84,61.874,103.57,1047.95,2.5497,0.51218,0.32026,6.1154,1.3962,3.0097,28578.0,6.6718,1.6396,177.06,28.674,1369545.0,5.64,,,,,,,,,,,,,
2004-12-27,1.2956,1.4459,1.229,1.1447,0.42774,22.588,5.5009,11.5669,0.73926,0.52014,7.7836,181.56,61.935,103.75,1046.65,2.5525,0.51275,0.32069,6.11,1.3943,2.9988,29310.0,6.6749,1.6401,177.25,28.687,1356500.0,5.655,,,,,,,,,,,,,
2004-12-28,1.2833,1.4347,1.2148,1.1326,0.42478,22.418,5.458,11.477,0.73351,0.51577,7.7728,180.36,61.615,103.05,1042.45,2.5327,0.51053,0.31835,6.0676,1.3821,2.9727,28942.0,6.5921,1.6337,175.87,28.493,1350180.0,5.6236,,,,,,,,,,,,,
2004-12-29,1.2843,1.4373,1.2183,1.1336,0.42593,22.41,5.4645,11.4981,0.73486,0.5205,7.7793,180.61,61.795,103.44,1041.05,2.5373,0.51198,0.31937,6.081,1.3887,2.9872,29013.0,6.6052,1.6404,176.18,28.507,1359127.0,5.6398,,,,,,,,,,,,,
2004-12-30,1.2893,1.4377,1.2116,1.135,0.42605,22.343,5.4676,11.5015,0.73508,0.52102,7.7767,180.56,61.541,103.67,1041.65,2.5381,0.51308,0.31946,6.0596,1.3978,2.9947,29010.0,6.6271,1.6381,176.23,28.455,1344458.0,5.6648,,,,,,,,,,,,,
2004-12-31,1.2818,1.4359,1.2052,1.1327,0.42581,22.365,5.4613,11.4871,0.73416,0.51762,7.7734,180.58,61.376,102.53,1035.2,2.5349,0.51237,0.31885,6.0469,1.3854,2.9987,28919.0,6.6226,1.6344,176.02,28.445,1348065.0,5.6455,,,,,,,,,,,,,
2005-01-03,1.283,1.4481,1.2052,1.1434,0.42941,22.478,5.5061,11.5841,0.74036,0.52362,7.7778,181.82,61.738,102.79,1038.1,2.5563,0.51558,0.32154,6.0809,1.3976,3.0187,29044.0,6.6453,1.6372,177.52,28.618,,5.6188,1.3437,,,,,,,,,,,,
2005-01-04,1.2944,1.4634,1.2162,1.158,0.43404,22.721,5.5631,11.7071,0.74822,0.5284,7.7847,183.6,62.394,103.62,1038.5,2.5835,0.52114,0.32458,6.1698,1.4108,3.0572,29137.0,6.7628,1.6432,179.41,28.859,,5.7848,1.352,,,,,,,,,,,,
2005-01-05,1.3123,1.479,1.2303,1.1742,0.43905,23.01,5.6258,11.832,0.7562,0.53301,7.7896,186.15,62.946,104.42,1046.4,2.611,0.52669,0.32759,6.264,1.434,3.1158,29239.0,6.834,1.6503,181.31,29.208,,5.9048,1.386,,,,,,,,,,,,
2005-01-06,1.3134,1.4836,1.2307,1.1756,0.44026,23.089,5.6436,11.8688,0.75855,0.53395,7.7944,188.07,63.074,104.91,1058.9,2.6191,0.52871,0.32845,6.2607,1.4343,3.1246,29413.0,6.8527,1.6511,181.89,29.295,,6.1078,1.3995,,,,,,,,,,,,
2005-01-07,1.3107,1.4817,1.2292,1.1733,0.43992,22.957,5.6363,11.8535,0.75758,0.53242,7.7895,188.32,63.152,104.59,1051.2,2.6158,0.52788,0.32795,6.228,1.4251,3.0994,29548.0,6.8408,1.6455,181.64,29.248,,6.0633,1.3826,,,,,,,,,,,,
2005-01-10,1.317,1.4927,1.2242,1.1806,0.44333,23.083,5.6783,11.9412,0.76318,0.53255,7.7955,189.12,63.337,104.43,1053.7,2.6351,0.53186,0.32977,6.2787,1.4397,3.111,29513.0,6.9015,1.6464,183.0,29.404,,5.9863,1.3856,,,,,,,,,,,,
2005-01-11,1.3132,1.4882,1.2168,1.1771,0.44214,23.027,5.6606,11.9049,0.76086,0.53268,7.7972,187.48,63.083,104.01,1045.1,2.6271,0.53002,0.32907,6.2425,1.4345,3.0941,29144.0,6.8691,1.643,182.45,29.394,,5.9629,1.3804,,,,,,,,,,,,
2005-01-12,1.3187,1.4886,1.2175,1.1788,0.44242,23.202,5.6629,11.9085,0.76109,0.53269,7.7963,188.56,62.942,103.11,1042.0,2.6279,0.53003,0.3291,6.2364,1.4362,3.0996,28942.0,6.8917,1.6399,182.49,29.454,,6.0338,1.3774,,,,,,,,,,,,
2005-01-13,1.3062,1.4782,1.2029,1.1698,0.43954,22.966,5.623,11.8248,0.75574,0.53129,7.7941,186.6,62.349,102.56,1036.65,2.6094,0.52638,0.32724,6.1865,1.4177,3.0772,28818.0,6.838,1.6292,181.2,29.168,,5.9878,1.3579,,,,,,,,,,,,
2005-01-14,1.3171,1.4941,1.2114,1.1833,0.44443,23.195,5.6831,11.9522,0.76388,0.53518,7.7955,188.66,62.768,102.6,1043.5,2.6375,0.53197,0.3303,6.2447,1.4308,3.1034,28869.0,6.9118,1.6381,183.16,29.471,,6.0386,1.3527,,,,,,,,,,,,
2005-01-17,1.3178,1.4948,1.2138,1.1807,0.44478,23.214,5.6865,11.9577,0.76423,0.53733,7.7972,188.06,62.514,102.04,1035.8,2.6387,0.53191,0.33068,6.2629,1.4312,3.1085,28608.0,6.9111,1.6339,183.24,29.506,,6.0328,1.3372,,,,,,,,,,,,
