Date,AUD,BGN,CAD,CHF,CYP,CZK,DKK,EEK,EUR,GBP,HKD,HUF,ISK,JPY,KRW,LTL,LVL,MTL,NOK,NZD,PLN,ROL,SEK,SGD,SIT,SKK,TRL,ZAR,TRY,CNY,HRK,IDR,MYR,PHP,RUB,THB,RON,BRL,MXN,INR,ILS
2000-08-30,1.7517,2.1844,1.4839,1.7379,0.64251,39.687,8.3679,17.5627,1.1225,0.69009,7.8117,293.22,81.09,106.41,1110.24,4.0072,0.61006,0.45056,9.0599,2.3457,4.4029,22900.0,9.4685,1.7258,234.52,47.94,653860.0,6.9673,,,,,,,,,,,,,
2000-08-31,1.7457,2.1854,1.4755,1.7402,0.64272,39.715,8.3723,17.5686,1.1228,0.68852,7.8026,293.47,81.07,106.41,1109.75,4.0046,0.61026,0.4506,9.0664,2.3356,4.3858,23000.0,9.4498,1.7221,234.66,47.869,653744.0,6.9754,,,,,,,,,,,,,
2000-09-01,1.745,2.1864,1.4718,1.7412,0.64301,39.665,8.3778,17.5765,1.1233,0.68917,7.7999,293.57,80.95,106.46,1105.84,4.0018,0.61009,0.4508,9.0682,2.3568,4.3979,23050.0,9.4131,1.7225,234.76,47.875,654164.0,6.9758,,,,,,,,,,,,,
2000-09-04,1.7369,2.1638,1.4728,1.7258,0.63609,39.298,8.2889,17.3851,1.1111,0.68378,7.8012,290.56,80.6,105.69,1104.66,4.0021,0.60778,0.44722,8.9794,2.3274,4.3667,23100.0,9.3278,1.7232,232.21,47.511,652801.0,6.9566,,,,,,,,,,,,,
2000-09-05,1.7487,2.191,1.4752,1.7432,0.64417,39.746,8.3951,17.6081,1.1254,0.68917,7.7963,294.47,81.26,105.99,1105.12,4.0003,0.61017,0.45105,9.0862,2.3405,4.3552,23210.0,9.4278,1.7269,235.22,48.163,655984.0,6.9901,,,,,,,,,,,,,
2000-09-06,1.7697,2.2078,1.4779,1.7557,0.64914,40.045,8.4612,17.7439,1.134,0.69029,7.8021,296.97,81.81,105.77,1107.86,4.0029,0.61148,0.45305,9.1308,2.3458,4.3602,23232.0,9.5384,1.7298,236.97,48.451,658094.0,7.0669,,,,,,,,,,,,,
2000-09-07,1.8038,2.2437,1.4837,1.7828,0.65976,40.662,8.5973,18.0343,1.1526,0.69698,7.7963,301.83,82.79,105.13,1110.18,4.0,0.61365,0.45781,9.2387,2.4154,4.4095,23287.0,9.6243,1.7305,240.85,49.104,662446.0,7.1067,,,,,,,,,,,,,
2000-09-08,1.7873,2.2284,1.475,1.7733,0.65531,40.444,8.5384,17.9125,1.1448,0.70109,7.7983,299.85,82.71,105.61,1108.54,4.0009,0.61328,0.45701,9.2026,2.3756,4.4245,23339.0,9.577,1.7359,239.34,48.827,661202.0,7.0898,,,,,,,,,,,,,
2000-09-11,1.7911,2.2609,1.4771,1.777,0.6649,40.969,8.6657,18.1747,1.1616,0.70601,7.7849,304.19,83.37,106.11,1107.07,3.9942,0.61563,0.46115,9.3205,2.3655,4.4253,23360.0,9.7317,1.7349,242.93,49.538,665240.0,7.1133,,,,,,,,,,,,,
2000-09-12,1.791,2.2596,1.4803,1.7667,0.66451,41.052,8.6659,18.1642,1.1609,0.71337,7.7968,303.91,83.53,106.28,1109.07,4.0014,0.61737,0.46169,9.264,2.3299,4.4576,23427.0,9.7376,1.7422,242.94,49.768,666359.0,7.1349,,,,,,,,,,,,,
2000-09-13,1.8041,2.2491,1.4792,1.7664,0.66144,41.098,8.6271,18.0802,1.1555,0.70973,7.7945,302.23,83.45,107.27,1108.79,3.9982,0.6174,0.46037,9.2945,2.3716,4.5066,23492.0,9.7261,1.7437,241.8,49.546,664843.0,7.1286,,,,,,,,,,,,,
2000-09-14,1.8101,2.2388,1.4904,1.756,0.65847,40.763,8.5882,17.9991,1.1504,0.70551,7.8148,301.22,83.3,107.16,1117.72,4.0104,0.6182,0.45841,9.2494,2.387,4.4881,23596.0,9.6796,1.7435,240.79,49.321,665328.0,7.1283,,,,,,,,,,,,,
2000-09-15,1.8178,2.2591,1.4875,1.7734,0.66443,41.248,8.6672,18.162,1.1608,0.71097,7.8037,303.92,83.81,107.53,1120.89,4.0044,0.61997,0.46187,9.307,2.3848,4.4785,23637.0,9.7406,1.7457,242.82,49.727,667391.0,7.1538,,,,,,,,,,,,,
2000-09-18,1.8405,2.2825,1.4846,1.7869,0.67137,41.834,8.7591,18.3516,1.1729,0.71499,7.798,307.52,84.47,106.85,1131.79,4.0022,0.62057,0.46423,9.3725,2.4175,4.5705,23659.0,9.844,1.7476,245.33,50.399,670807.0,7.2675,,,,,,,,,,,,,
2000-09-19,1.8424,2.2785,1.4868,1.7797,0.67019,41.562,8.743,18.3194,1.1708,0.71233,7.8014,307.22,84.74,106.91,1127.02,4.0026,0.62042,0.46365,9.373,2.4181,4.614,23717.0,9.8092,1.746,244.84,50.413,670664.0,7.2746,,,,,,,,,,,,,
2000-09-20,1.8458,2.2961,1.4805,1.7842,0.67533,41.809,8.8096,18.4599,1.1798,0.70658,7.7876,309.51,84.91,106.54,1125.51,3.9975,0.61975,0.46484,9.3989,2.4351,4.5967,23852.0,9.8779,1.7449,246.78,51.018,672237.0,7.2783,,,,,,,,,,,,,
2000-09-21,1.8536,2.2832,1.4865,1.7715,0.67153,41.632,8.7547,18.3559,1.1732,0.70436,7.7845,308.31,84.43,106.43,1125.35,3.9952,0.61896,0.46316,9.3759,2.4815,4.6021,23835.0,9.8358,1.7434,245.44,50.927,670649.0,7.3576,,,,,,,,,,,,,
2000-09-22,1.7942,2.1892,1.4906,1.7231,0.64388,40.081,8.3935,17.6002,1.1249,0.682,7.7893,295.91,82.78,107.71,1133.99,3.9992,0.61327,0.45039,9.0377,2.4053,4.5435,23873.0,9.4803,1.7478,235.13,49.117,659321.0,7.2243,,,,,,,,,,,,,
2000-09-25,1.8344,2.2202,1.4885,1.7356,0.65269,40.491,8.5059,17.841,1.1403,0.68734,7.8021,299.9,83.32,107.61,1125.52,4.0029,0.61642,0.45416,9.1528,2.4286,4.5446,23921.0,9.6385,1.7478,238.6,49.761,665204.0,7.2249,,,,,,,,,,,,,
2000-09-26,1.8262,2.2234,1.4878,1.7344,0.65366,40.481,8.5216,17.8675,1.1419,0.68836,7.7959,300.64,83.34,107.29,1117.93,3.999,0.61585,0.45427,9.1601,2.4306,4.5787,23980.0,9.6715,1.7413,238.97,49.809,665573.0,7.2164,,,,,,,,,,,,,
2000-09-27,1.8226,2.1983,1.4904,1.7215,0.64599,40.001,8.425,17.6578,1.1285,0.6822,7.7984,297.34,82.52,107.76,1113.62,4.0012,0.61505,0.45074,9.078,2.4158,4.5505,24027.0,9.6028,1.7426,236.19,49.292,663337.0,7.1951,,,,,,,,,,,,,
2000-09-28,1.8199,2.2066,1.4992,1.7275,0.64811,40.177,8.4522,17.7158,1.1322,0.68218,7.7935,298.83,82.91,107.54,1115.24,3.9991,0.61481,0.45143,9.0721,2.4009,4.529,24115.0,9.6518,1.7434,237.13,49.46,663910.0,7.2589,,,,,,,,,,,,,
2000-09-29,1.846,2.2227,1.5058,1.7387,0.65306,40.559,8.5077,17.8512,1.1409,0.68078,7.7926,300.91,83.19,108.32,1114.51,3.9989,0.61597,0.45328,9.1563,2.4541,4.5436,24172.0,9.7279,1.7395,238.97,49.906,665771.0,7.2727,,,,,,,,,,,,,
2000-10-02,1.8404,2.2156,1.5036,1.7311,0.65032,40.449,8.4697,17.7762,1.1361,0.68064,7.7966,299.75,82.89,108.49,1118.0,4.0015,0.61634,0.45206,9.1377,2.4658,4.5232,24284.0,9.6876,1.7402,237.97,49.857,667272.0,7.2234,,,,,,,,,,,,,
2000-10-03,1.8458,2.2262,1.5077,1.7311,0.65321,40.814,8.5055,17.8553,1.1412,0.68538,7.7956,300.43,83.36,108.57,1119.0,4.0011,0.61782,0.45373,9.1687,2.4837,4.5661,24298.0,9.7398,1.7435,239.04,50.088,668188.0,7.2372,,,,,,,,,,,,,
2000-10-04,1.8629,2.2321,1.5003,1.736,0.65568,40.851,8.5342,17.9228,1.1455,0.68763,7.7939,301.47,83.49,109.18,1119.5,4.0009,0.61913,0.45498,9.2039,2.484,4.5581,24301.0,9.8194,1.7505,240.06,50.254,670065.0,7.2471,,,,,,,,,,,,,
2000-10-05,1.8558,2.2191,1.4962,1.7332,0.6515,40.596,8.4828,17.8086,1.1382,0.68598,7.7958,299.19,83.37,109.21,1119.0,4.0009,0.61905,0.45311,9.16,2.475,4.5487,24259.0,9.7485,1.749,238.6,49.924,667729.0,7.2164,,,,,,,,,,,,,
2000-10-06,1.8738,2.2375,1.4934,1.7525,0.65772,40.946,8.5626,17.9784,1.149,0.69103,7.7956,301.68,83.99,108.95,1115.99,4.0008,0.62013,0.45616,9.233,2.4843,4.5585,24365.0,9.7993,1.7482,240.84,50.39,670918.0,7.2835,,,,,,,,,,,,,
2000-10-09,1.8718,2.2419,1.503,1.7496,0.65832,40.957,8.5711,17.9949,1.1501,0.69074,7.7976,301.96,84.07,108.97,1117.5,4.0008,0.62036,0.45635,9.2524,2.4817,4.5431,24365.0,9.8384,1.75,241.17,50.476,671612.0,7.3281,,,,,,,,,,,,,
2000-10-10,1.8788,2.2362,1.5021,1.7419,0.65636,40.752,8.5448,17.9413,1.1467,0.68708,7.7975,300.99,83.67,108.02,1120.4,4.0013,0.61828,0.45499,9.2392,2.4774,4.5683,24399.0,9.8527,1.7505,240.44,50.167,670642.0,7.3415,,,,,,,,,,,,,
2000-10-11,1.8624,2.2408,1.503,1.7327,0.65643,40.625,8.5416,17.9433,1.1468,0.6844,7.7982,301.42,83.84,107.99,1121.5,4.0008,0.61858,0.4547,9.258,2.4576,4.6154,24424.0,9.8836,1.7491,240.56,50.242,670891.0,7.3807,,,,,,,,,,,,,
2000-10-12,1.8839,2.2599,1.5057,1.7478,0.6619,40.944,8.6117,18.0927,1.1563,0.68467,7.7968,303.93,84.19,107.54,1122.5,4.0008,0.61945,0.45664,9.3131,2.5091,4.6589,24488.0,9.9133,1.754,242.98,50.638,673566.0,7.4093,,,,,,,,,,,,,
2000-10-13,1.8827,2.2588,1.5177,1.7465,0.66351,41.046,8.6312,18.1368,1.1592,0.68019,7.7973,304.8,84.31,107.8,1128.6,4.0008,0.6191,0.45659,9.3277,2.5003,4.6946,24506.0,9.8879,1.755,243.25,50.75,674896.0,7.502,,,,,,,,,,,,,
2000-10-16,1.9027,2.2876,1.5099,1.7768,0.67255,41.542,8.7488,18.384,1.175,0.69134,7.7974,309.31,85.08,108.2,1128.0,4.0005,0.62296,0.4614,9.4102,2.5218,4.6958,24547.0,10.0164,1.7522,246.96,51.325,681001.0,7.5325,,,,,,,,,,,,,
2000-10-17,1.9253,2.2908,1.521,1.78,0.67374,41.616,8.7624,18.4164,1.177,0.69539,7.7979,309.24,85.38,107.97,1133.0,4.0006,0.62288,0.46245,9.4603,2.5406,4.6728,24533.0,10.01,1.7547,247.45,51.306,678987.0,7.539,,,,,,,,,,,,,
2000-10-18,1.9173,2.2829,1.5179,1.7696,0.67145,41.49,8.7324,18.3538,1.173,0.68891,7.7979,308.53,85.2,108.23,1137.0,4.0,0.62264,0.46065,9.4387,2.5273,4.6815,24590.0,10.0117,1.7577,246.65,51.263,678123.0,7.6442,,,,,,,,,,,,,
2000-10-19,1.9303,2.3136,1.5123,1.7881,0.68055,41.2,8.8491,18.6025,1.1889,0.69266,7.7974,312.23,85.97,108.11,1138.0,4.0005,0.62478,0.46439,9.5197,2.5508,4.696,24637.0,10.1118,1.752,250.04,51.908,683629.0,7.6697,,,,,,,,,,,,,
2000-10-20,1.8881,2.3029,1.5114,1.7816,0.67725,41.191,8.8074,18.5123,1.1832,0.69001,7.7974,310.73,85.88,108.92,1129.25,4.0013,0.62447,0.46285,9.4699,2.4755,4.6785,24682.0,10.0982,1.7547,248.6,51.569,682702.0,7.6421,,,,,,,,,,,,,
2000-10-23,1.8847,2.3251,1.5135,1.7923,0.68331,41.54,8.8865,18.678,1.1937,0.6876,7.7989,313.53,86.05,108.63,1139.0,3.9998,0.62481,0.46449,9.4801,2.4891,4.7063,24678.0,10.1354,1.755,250.83,51.791,684792.0,7.6088,,,,,,,,,,,,,
2000-10-24,1.8915,2.3207,1.5119,1.7906,0.68258,41.667,8.8775,18.658,1.1925,0.68805,7.7992,313.15,86.32,108.23,1136.5,4.0017,0.62449,0.46375,9.4759,2.4773,4.6715,24627.0,10.0772,1.753,250.75,51.748,683560.0,7.5661,,,,,,,,,,,,,
2000-10-25,1.9234,2.3422,1.5221,1.8075,0.68907,41.883,8.9599,18.8354,1.2038,0.69472,7.799,316.18,87.11,108.1,1138.0,4.0006,0.62598,0.46744,9.5654,2.5045,4.6933,24749.0,10.1844,1.7539,253.05,52.358,688034.0,7.6744,,,,,,,,,,,,,
2000-10-26,1.9344,2.3583,1.5137,1.8284,0.69366,42.196,9.0198,18.961,1.2118,0.70371,7.7994,318.53,88.1,108.22,1137.51,4.0006,0.62906,0.47079,9.6062,2.5063,4.7092,24845.0,10.287,1.7555,254.67,52.702,691202.0,7.6937,,,,,,,,,,,,,
2000-10-27,1.9234,2.3381,1.5216,1.8169,0.68766,41.843,8.9421,18.797,1.2013,0.69726,7.7999,316.13,88.18,108.76,1136.5,4.0014,0.63095,0.46756,9.5225,2.503,4.7129,24710.0,10.1796,1.7548,252.7,52.065,687530.0,7.6466,,,,,,,,,,,,,
2000-10-30,1.8999,2.2952,1.5315,1.7962,0.67485,41.096,8.7766,18.4468,1.179,0.68522,7.7996,310.49,86.74,108.71,1138.0,4.0013,0.62709,0.46121,9.3527,2.4691,4.6607,24826.0,10.0092,1.7532,248.0,51.166,683722.0,7.5512,,,,,,,,,,,,,
2000-10-31,1.9457,2.3125,1.5311,1.8071,0.68006,41.427,8.8431,18.5893,1.1881,0.69015,7.7992,312.75,87.09,109.16,1139.0,4.0014,0.62897,0.46382,9.3543,2.5371,4.6656,24847.0,10.08,1.7568,249.91,51.648,685383.0,7.5931,,,,,,,,,,,,,
2000-11-01,1.9103,2.2754,1.5242,1.7862,0.66917,40.675,8.7017,18.2916,1.169,0.69114,7.7974,307.34,85.81,108.52,1136.8,4.0007,0.62509,0.46025,9.208,2.5116,4.6156,24855.0,9.9065,1.7466,245.97,51.0,681143.0,7.5117,,,,,,,,,,,,,
2000-11-02,1.8945,2.2521,1.5338,1.7682,0.66205,40.084,8.6105,18.0969,1.1566,0.68887,7.7956,304.51,85.18,108.29,1135.3,4.0023,0.62376,0.45732,9.1829,2.4988,4.5767,24831.0,9.8554,1.7423,243.23,50.362,677848.0,7.4882,,,,,,,,,,,,,
2000-11-03,1.8923,2.2322,1.5297,1.7526,0.65568,39.725,8.5347,17.9228,1.1455,0.68877,7.7966,302.39,85.05,107.25,1135.3,4.0016,0.62153,0.45521,9.1375,2.4914,4.5002,24951.0,9.7833,1.7423,241.18,49.675,676976.0,7.5074,,,,,,,,,,,,,
2000-11-06,1.8951,2.2473,1.5326,1.7598,0.66045,40.047,8.5967,18.0531,1.1538,0.6917,7.798,304.59,85.45,107.14,1133.49,4.0023,0.62271,0.45725,9.2039,2.4957,4.5142,24944.0,9.8844,1.732,242.93,50.036,679099.0,7.5185,,,,,,,,,,,,,
2000-11-07,1.8982,2.2668,1.5286,1.7717,0.6666,40.39,8.6807,18.2213,1.1646,0.6999,7.7985,307.3,86.36,107.29,1137.5,4.0026,0.6256,0.46058,9.2914,2.5178,4.5699,24988.0,10.0093,1.7384,245.27,50.316,682202.0,7.6273,,,,,,,,,,,,,
2000-11-08,1.8922,2.274,1.5372,1.7757,0.66878,40.487,8.7099,18.2809,1.1684,0.70172,7.7985,308.37,86.98,107.75,1134.0,4.0011,0.62624,0.46162,9.3042,2.5081,4.5656,24997.0,10.0298,1.7368,246.7,50.225,682451.0,7.6625,,,,,,,,,,,,,
2000-11-09,1.9055,2.2814,1.5424,1.7828,0.67098,40.624,8.739,18.3409,1.1722,0.70531,7.7985,309.47,87.2,107.31,1133.79,4.0022,0.62666,0.46302,9.3061,2.5158,4.5826,25004.0,10.0457,1.7409,247.74,50.046,684440.0,7.7125,,,,,,,,,,,,,
2000-11-10,1.9015,2.2443,1.5489,1.7564,0.65999,40.029,8.5962,18.0406,1.153,0.6986,7.799,304.45,86.52,107.71,1135.5,4.001,0.62447,0.45797,9.224,2.5094,4.5613,24943.0,9.9133,1.7405,243.71,49.307,678350.0,7.591,,,,,,,,,,,,,
2000-11-13,1.923,2.2578,1.5473,1.7651,0.66405,40.27,8.6531,18.1515,1.1601,0.69791,7.7988,306.43,87.06,107.68,1138.16,4.0006,0.62506,0.4594,9.268,2.5339,4.5908,25056.0,9.9963,1.7425,245.44,49.445,681825.0,7.6299,,,,,,,,,,,,,
2000-11-14,1.9221,2.2676,1.5412,1.7702,0.66691,40.389,8.6909,18.2298,1.1651,0.69847,7.799,307.53,87.3,107.89,1137.5,3.9993,0.62577,0.46056,9.347,2.5166,4.5777,25072.0,10.0837,1.7441,246.28,49.669,683359.0,7.6497,,,,,,,,,,,,,
2000-11-15,1.9214,2.2642,1.5491,1.7715,0.6659,40.335,8.6785,18.2022,1.1633,0.70161,7.7994,306.55,87.33,108.45,1136.01,3.9997,0.62669,0.46068,9.3491,2.5104,4.5507,25070.0,10.0562,1.7455,246.0,49.92,682515.0,7.6731,,,,,,,,,,,,,
2000-11-16,1.923,2.271,1.5518,1.7822,0.668,40.463,8.7058,18.2595,1.167,0.7023,7.7993,307.63,87.86,108.87,1139.79,3.9989,0.62749,0.46155,9.3517,2.51,4.5749,25117.0,10.0945,1.7514,246.84,49.855,684756.0,7.6676,,,,,,,,,,,,,
2000-11-17,1.9217,2.2801,1.5569,1.7861,0.67066,40.664,8.7398,18.3323,1.1716,0.70287,7.7995,309.4,88.14,108.9,1143.0,3.9989,0.62824,0.46257,9.3773,2.496,4.5692,25145.0,10.1582,1.7515,247.9,50.203,685803.0,7.6487,,,,,,,,,,,,,
2000-11-20,1.948,2.2934,1.5567,1.8015,0.67438,40.866,8.7871,18.4338,1.1781,0.70158,7.7998,311.1,88.52,109.21,1155.0,3.9988,0.62901,0.46371,9.4092,2.5259,4.5738,25133.0,10.1891,1.7551,249.34,50.584,687185.0,7.7551,,,,,,,,,,,,,
2000-11-21,1.9574,2.2969,1.557,1.7956,0.67549,40.899,8.8053,18.4642,1.1801,0.70427,7.7996,312.0,89.66,110.08,1166.5,4.0007,0.63063,0.46436,9.4814,2.542,4.5572,25163.0,10.2643,1.756,249.75,50.38,688946.0,7.8255,,,,,,,,,,,,,
2000-11-22,1.9262,2.3096,1.5497,1.8038,0.6791,40.946,8.8536,18.5628,1.1864,0.70696,7.7997,313.44,89.82,109.69,1176.5,4.0007,0.63115,0.46601,9.5011,2.5094,4.5702,25198.0,10.2859,1.7532,251.2,50.462,691810.0,7.8301,,,,,,,,,,,,,
2000-11-23,1.9249,2.3102,1.5456,1.8027,0.67926,40.738,8.852,18.5672,1.1867,0.712,7.7997,313.78,90.15,110.24,1194.51,4.0009,0.63285,0.46695,9.504,2.5085,4.5897,25232.0,10.27,1.7565,251.25,50.543,691765.0,7.8279,,,,,,,,,,,,,
2000-11-24,1.9118,2.3078,1.5454,1.8024,0.67853,40.639,8.8428,18.5474,1.1854,0.71053,7.7998,313.49,88.62,111.17,1189.0,4.0013,0.63395,0.46633,9.5092,2.4944,4.5646,25255.0,10.2991,1.7597,251.13,50.546,691801.0,7.815,,,,,,,,,,,,,
2000-11-27,1.9224,2.3157,1.5387,1.8025,0.68095,40.767,8.8716,18.6136,1.1896,0.70973,7.7998,314.68,88.23,111.16,1188.0,4.001,0.63467,0.46705,9.5349,2.5042,4.5402,25222.0,10.3395,1.757,252.12,50.779,691610.0,7.8161,,,,,,,,,,,,,
2000-11-28,1.8953,2.2744,1.5296,1.7694,0.66863,40.262,8.7124,18.2766,1.1681,0.70307,7.7998,309.31,87.99,110.43,1186.5,4.0013,0.63123,0.46186,9.3669,2.4441,4.4954,25274.0,10.1638,1.757,247.62,50.162,688187.0,7.7478,,,,,,,,,,,,,
2000-11-29,1.9061,2.2509,1.5347,1.7496,0.66175,39.979,8.6223,18.0886,1.1561,0.70162,7.7998,306.32,87.47,109.84,1202.5,4.001,0.62902,0.45919,9.2809,2.4672,4.4853,25271.0,10.0382,1.754,245.33,49.644,682350.0,7.7501,,,,,,,,,,,,,
2000-11-30,1.9059,2.2431,1.5402,1.7383,0.65915,39.876,8.5871,18.0177,1.1515,0.70567,7.7997,305.01,87.33,111.05,1215.5,3.999,0.63001,0.45889,9.2728,2.4628,4.466,25330.0,10.0357,1.7554,244.52,49.76,684324.0,7.7225,,,,,,,,,,,,,
2000-12-01,1.8663,2.2317,1.5296,1.7326,0.65531,39.66,8.5358,17.9125,1.1448,0.69777,7.7999,303.38,86.99,111.91,1209.0,4.0013,0.62919,0.45633,9.2519,2.4102,4.468,25359.0,9.9399,1.7515,243.11,49.494,687388.0,7.675,,,,,,,,,,,,,
2000-12-04,1.8343,2.189,1.5507,1.7025,0.64258,39.215,8.3683,17.5647,1.1226,0.68893,7.7997,297.68,86.07,110.69,1217.5,3.999,0.62405,0.45049,9.1014,2.3614,4.4469,25369.0,9.6879,1.7441,238.41,48.755,673908.0,7.6193,,,,,,,,,,,,,
2000-12-05,1.8488,2.214,1.5406,1.7134,0.64973,39.625,8.4598,17.76,1.1351,0.69251,7.7997,301.0,86.74,110.69,1202.5,3.999,0.62611,0.45358,9.1981,2.3725,4.4355,25432.0,9.7395,1.7443,241.35,49.425,681025.0,7.6367,,,,,,,,,,,,,
2000-12-06,1.833,2.2109,1.5429,1.7123,0.6484,39.491,8.4438,17.7238,1.1328,0.69687,7.7981,300.24,86.91,110.74,1199.5,4.0015,0.62653,0.45401,9.1363,2.3496,4.4106,25421.0,9.7032,1.743,240.62,49.237,680185.0,7.615,,,,,,,,,,,,,
2000-12-07,1.8206,2.1829,1.526,1.6943,0.64006,39.103,8.3375,17.4959,1.1182,0.69239,7.7975,296.57,86.35,110.59,1198.0,3.999,0.62373,0.45018,9.0741,2.3306,4.3867,25453.0,9.6472,1.7333,237.92,48.751,680529.0,7.577,,,,,,,,,,,,,
2000-12-08,1.8308,2.1943,1.5269,1.7007,0.64352,39.239,8.3794,17.5903,1.1242,0.68893,7.7967,298.2,86.68,111.02,1190.01,4.0004,0.62462,0.4498,9.1197,2.3414,4.4025,25447.0,9.692,1.7381,238.99,48.737,680757.0,7.6153,,,,,,,,,,,,,
2000-12-11,1.8456,2.2168,1.519,1.7141,0.65017,39.573,8.4677,17.7721,1.1358,0.68707,7.7963,301.35,87.19,110.78,1183.0,3.999,0.62585,0.45298,9.1896,2.3619,4.402,25480.0,9.713,1.734,241.94,49.175,682076.0,7.69,,,,,,,,,,,,,
2000-12-12,1.8447,2.2216,1.527,1.7126,0.6518,39.566,8.4883,17.8167,1.1387,0.6905,7.7972,302.02,87.02,111.47,1190.5,3.999,0.62696,0.45411,9.1915,2.3577,4.3864,25511.0,9.6792,1.7358,242.75,49.143,684127.0,7.734,,,,,,,,,,,,,
2000-12-13,1.8509,2.2279,1.529,1.7188,0.65433,39.689,8.5225,17.8859,1.1431,0.69044,7.7998,302.81,87.38,112.48,1191.7,3.999,0.6286,0.45485,9.269,2.3747,4.4033,25565.0,9.778,1.7412,243.31,49.568,687966.0,7.7842,,,,,,,,,,,,,
2000-12-14,1.8448,2.2084,1.5187,1.7032,0.6476,39.391,8.4326,17.7018,1.1313,0.6822,7.7999,299.49,86.98,112.63,1202.5,4.0018,0.62665,0.4513,9.1769,2.3657,4.3686,25587.0,9.7013,1.7378,241.11,48.9,682958.0,7.715,,,,,,,,,,,,,
2000-12-15,1.832,2.1744,1.516,1.6792,0.63714,38.577,8.2989,17.4161,1.1131,0.67765,7.7999,294.5,86.26,112.34,1207.5,3.999,0.62322,0.44679,9.0606,2.3326,4.3241,25555.0,9.5525,1.7346,237.37,48.226,677140.0,7.7187,,,,,,,,,,,,,
2000-12-18,1.8413,2.1796,1.5259,1.6791,0.63842,38.613,8.3191,17.451,1.1153,0.67745,7.7998,295.08,86.26,112.13,1205.0,3.9989,0.62313,0.44725,9.0118,2.3366,4.2987,25112.0,9.6375,1.737,237.91,48.494,671128.0,7.65,,,,,,,,,,,,,
2000-12-19,1.8499,2.1956,1.5261,1.692,0.64294,38.983,8.3781,17.5745,1.1232,0.68202,7.7997,297.08,86.73,112.28,1208.5,3.9988,0.62507,0.44962,9.1076,2.3354,4.2986,25615.0,9.7697,1.7365,239.08,49.106,680557.0,7.7075,,,,,,,,,,,,,
2000-12-20,1.8225,2.1588,1.5241,1.6737,0.63187,38.323,8.2371,17.2719,1.1039,0.68142,7.7998,291.82,85.77,112.65,1217.0,3.9987,0.62225,0.44552,8.9817,2.2977,4.2479,25642.0,9.6065,1.7328,235.38,48.441,677045.0,7.64,,,,,,,,,,,,,
2000-12-21,1.8128,2.1375,1.5224,1.6667,0.62658,38.073,8.1599,17.1076,1.0934,0.67571,7.7995,289.14,85.32,111.93,1227.3,3.999,0.62005,0.44249,8.9405,2.2775,4.2169,25701.0,9.5424,1.7305,233.29,47.95,671944.0,7.6325,,,,,,,,,,,,,
2000-12-22,1.7975,2.1144,1.5209,1.6472,0.62055,37.772,8.0779,16.9335,1.0823,0.67554,7.7995,286.59,84.59,112.32,1237.31,3.9991,0.61872,0.44015,8.8653,2.2766,4.1756,25764.0,9.5334,1.7266,231.14,47.276,673701.0,7.59,,,,,,,,,,,,,
2000-12-27,1.7982,2.0933,1.5104,1.6373,0.61635,37.561,8.019,16.8062,1.0741,0.67175,7.7991,285.27,84.43,113.94,1258.5,3.999,0.6189,0.43792,8.8598,2.2646,4.1249,25815.0,9.5166,1.7267,228.95,47.206,671321.0,7.5476,,,,,,,,,,,,,
2000-12-28,1.804,2.0992,1.5102,1.6452,0.61779,37.76,8.0395,16.8515,1.077,0.67184,7.799,285.51,84.74,114.59,1252.5,3.999,0.61982,0.43845,8.888,2.2655,4.1454,25873.0,9.5237,1.7316,230.05,47.377,672052.0,7.566,,,,,,,,,,,,,
2000-12-29,1.8023,2.1003,1.5008,1.637,0.61654,37.665,8.0205,16.8153,1.0747,0.67071,7.7999,284.79,84.69,114.91,1265.0,4.001,0.61945,0.43794,8.8485,2.2697,4.1373,25945.0,9.4909,1.733,229.49,47.214,670894.0,7.565,,,,,,,,,,,,,
2001-01-02,1.7876,2.0755,1.4979,1.615,0.60969,37.262,7.918,16.6047,1.0612,0.67017,7.7997,280.78,84.63,114.89,1275.99,4.0015,0.617,0.43489,8.8151,2.2673,4.099,25965.0,9.4322,1.7379,226.54,46.545,668612.0,7.5708,,,,,,,,,,,,,
2001-01-03,1.7749,2.0523,1.497,1.5971,0.60334,37.12,7.8274,16.4183,1.0493,0.66369,7.7999,277.6,83.86,114.25,1270.9,4.001,0.61312,0.43127,8.7246,2.2321,4.0955,25950.0,9.3879,1.7319,224.08,46.157,664173.0,7.483,,,,,,,,,,,,,
2001-01-04,1.7715,2.0677,1.4951,1.6089,0.60881,37.175,7.89,16.5432,1.0573,0.66885,7.7997,279.94,84.37,114.45,1258.8,4.0011,0.61546,0.43392,8.745,2.2478,4.1207,25980.0,9.4262,1.7328,225.72,46.308,667086.0,7.5074,,,,,,,,,,,,,
2001-01-05,1.7532,2.049,1.5032,1.6019,0.60384,36.917,7.8191,16.3925,1.0477,0.66517,7.7995,277.5,83.94,116.52,1262.3,4.001,0.61467,0.43122,8.6862,2.2147,4.0754,25958.0,9.3578,1.734,223.87,45.952,665008.0,7.5087,,,,,,,,,,,,,
